"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",14,14,14,82,16.461,150,32.1278940554492,31.1030581463898,30.3515287471721,32.03708427623,36.1613449815373,35.7677915560338,35.6696344327898,36.1461912556265,35.7073331517692,36.6411101537689,37.0294155318406,36.8863782946176,32.1278940554492,31.1030581463898,30.3515287471721,32.03708427623,36.1613449815373,35.7677915560338,35.6696344327898,36.1461912556265,35.7073331517692,36.6411101537689,37.0294155318406,36.8863782946176,31.4048913063103,35.9362405564968,36.5660592829991,4,4,4,0.000908935068601281,0.122151630513787,3.0414671402713,0.913100731568858,-4.53134925018658,-0.629818726502258,FALSE,FALSE
"EFB1","YAL003W","EFB1",6,6,6,50,22.627,206,NA,NA,NA,NA,25.7590827670134,24.7347956057591,23.9894520182238,24.7889524636468,25.1764936737014,25.4042512864045,25.6529138840566,26.0911372110549,22.5105967827488,22.5929949259119,22.6034012015321,23.3305949804974,25.7590827670134,24.7347956057591,23.9894520182238,24.7889524636468,25.1764936737014,25.4042512864045,25.6529138840566,26.0911372110549,22.7593969726725,24.8180707136608,25.5811990138044,0,4,4,0.0052378321395419,0.128322717278621,2.2808484238258,0.89169645262431,-2.05867374098824,-0.763128300143578,FALSE,FALSE
"SSA1","YAL005C","SSA1",15,2,2,34.3,69.656,642,23.7908424357016,NA,23.665790435545,23.0483159088853,NA,22.8193862486147,22.4039263624057,NA,NA,23.9847668125059,23.9122337064465,23.7029259783147,23.7908424357016,22.2257730425787,23.665790435545,23.0483159088853,22.7966037404291,22.8193862486147,22.4039263624057,21.5369067379539,23.4253235418095,23.9847668125059,23.9122337064465,23.7029259783147,23.1826804556777,22.3892057723509,23.7563125097692,3,2,3,0.14159040154655,0.0134623109346775,0.848966186594405,1.87088038290309,0.793474683326785,-1.36710673741828,FALSE,FALSE
"CDC19","YAL038W","CDC19",15,15,15,41,54.544,500,30.4943833780165,30.1529140128866,30.1955419241276,29.3772042407236,28.8004528423529,28.678687385705,29.2492525108723,28.2377214214356,28.9258088491932,29.3610590035543,28.8057200134449,29.7468878151015,30.4943833780165,30.1529140128866,30.1955419241276,29.3772042407236,28.8004528423529,28.678687385705,29.2492525108723,28.2377214214356,28.9258088491932,29.3610590035543,28.8057200134449,29.7468878151015,30.0550108889386,28.7415285400915,29.2098689203235,4,4,4,0.00623879847032543,0.168612961193362,2.2048990430023,0.773109044430124,1.31348234884711,-0.468340380232011,TRUE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,27.1227758715545,26.5807528797942,26.1441768152836,26.9021921837948,29.0876263571346,28.9671374972511,28.8019949412245,28.9868238862427,27.2048046952736,28.6300301623023,28.5506880807774,28.2724868395963,27.1227758715545,26.5807528797942,26.1441768152836,26.9021921837948,29.0876263571346,28.9671374972511,28.8019949412245,28.9868238862427,27.2048046952736,28.6300301623023,28.5506880807774,28.2724868395963,26.6874744376068,28.9608956704632,28.1645024444874,4,4,4,0.00101859976526447,0.0921196586113832,2.99199642824266,1.03564768016794,-2.27342123285642,0.796393225975812,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",2,2,2,32.6,13.989,132,25.2419814045877,NA,NA,NA,27.785190025073,28.1741234419047,27.6641769631095,27.6704714836059,NA,26.2731630000393,26.7355704845035,26.606396401511,25.2419814045877,22.6598583038025,22.6142110809735,23.7179111582513,27.785190025073,28.1741234419047,27.6641769631095,27.6704714836059,23.3256589483818,26.2731630000393,26.7355704845035,26.606396401511,23.5584904869037,27.8234904784233,25.7351972086089,1,4,3,0.00515034154234211,0.0802035007849136,2.28816396998091,1.09580667487807,-4.26499999151955,2.08829326981441,FALSE,FALSE
"RPL19A","YBR084C-A;YBL027W","RPL19A",5,5,5,33.9,21.704,189,26.5617410286053,24.5407916405634,25.8460374202135,26.0570956943848,29.5241377287928,29.8044281027425,29.6279971570002,29.7328080772054,28.9421246476984,29.3868341346771,29.5611619759753,29.4471698594992,26.5617410286053,24.5407916405634,25.8460374202135,26.0570956943848,29.5241377287928,29.8044281027425,29.6279971570002,29.7328080772054,28.9421246476984,29.3868341346771,29.5611619759753,29.4471698594992,25.7514164459418,29.6723427664352,29.3343226544625,4,4,4,0.00245774409693273,0.0828222463541641,2.60946333832332,1.08185299448098,-3.92092632049347,0.338020111972728,FALSE,FALSE
"RPS8B","YER102W;YBL072C","RPS8B",6,6,6,45,22.489,200,27.2347100071824,27.0758189255147,26.3557684576355,26.280225914699,28.6772092832658,28.751300610076,28.2463104050428,28.9219845868536,27.1009925480002,28.1367264532443,28.3639434331207,28.004692559984,27.2347100071824,27.0758189255147,26.3557684576355,26.280225914699,28.6772092832658,28.751300610076,28.2463104050428,28.9219845868536,27.1009925480002,28.1367264532443,28.3639434331207,28.004692559984,26.7366308262579,28.6492012213096,27.9015887485873,4,4,4,0.00121915055918326,0.0675051579436964,2.91394265780669,1.1706630422667,-1.91257039505163,0.747612472722246,FALSE,FALSE
"RPL23B","YER117W;YBL087C","RPL23B",4,4,4,38,14.473,137,NA,NA,NA,NA,26.8403814770637,27.0923476103772,26.9112509830394,26.8707951470524,26.086913039482,26.9395489058195,26.964330643138,26.7885542591064,23.1483833887449,22.3050230652913,22.8442863764244,23.4672065673639,26.8403814770637,27.0923476103772,26.9112509830394,26.8707951470524,26.086913039482,26.9395489058195,26.964330643138,26.7885542591064,22.9412248494561,26.9286938043832,26.6948367118865,0,4,4,0.000316523895821432,0.344747324928523,3.49959349755296,0.462499095052877,-3.98746895492703,0.233857092496699,FALSE,FALSE
"RPL32","YBL092W","RPL32",5,5,5,37.7,14.771,130,24.3077894837776,NA,NA,24.1813172844077,28.7141409484248,28.9569019547681,28.5915287951812,28.6492449923906,27.6459514799756,28.578595201979,28.8769831418142,28.5848077653652,24.3077894837776,22.1630332643207,22.8468388774974,24.1813172844077,28.7141409484248,28.9569019547681,28.5915287951812,28.6492449923906,27.6459514799756,28.578595201979,28.8769831418142,28.5848077653652,23.3747447275008,28.7279541726912,28.4215843972835,2,4,4,0.00167128779061818,0.342066375880874,2.77694875949278,0.465889613587741,-5.35320944519034,0.306369775407685,FALSE,FALSE
"HHF2","YNL030W;YBR009C","HHF2",4,4,4,54.4,11.368,103,25.7372479620442,25.0431007305431,25.3354497838586,26.3217547259588,27.2083443672167,27.050302045092,27.4486867544774,27.4715803349839,25.1576917124494,26.5024109472478,NA,NA,25.7372479620442,25.0431007305431,25.3354497838586,26.3217547259588,27.2083443672167,27.050302045092,27.4486867544774,27.4715803349839,25.1576917124494,26.5024109472478,22.5159012958057,22.1886855541,25.6093883006012,27.2947283754425,24.0911723774007,4,4,2,0.00546629329574847,0.0537856653873023,2.26230706980621,1.26933345430952,-1.68534007484131,3.20355599804178,FALSE,FALSE
"HHT2","YNL031C;YBR010W","HHT2",2,2,2,16.9,15.356,136,NA,NA,NA,28.0493155514046,NA,25.2577823102159,NA,25.4776604515532,27.8334611972739,25.0219139191076,NA,NA,23.179283437634,22.8254989852738,22.6841542633605,28.0493155514046,22.9318028113356,25.2577823102159,20.7518313023978,25.4776604515532,27.8334611972739,25.0219139191076,22.8725230471897,21.8211468517855,24.1845630594182,23.6047692188756,24.3872612538392,1,2,2,0.745630982946117,0.667739513955194,0.127476054190868,0.175392923324791,0.579793840542589,-0.782492034963536,FALSE,FALSE
"IPP1","YBR011C","IPP1",4,4,4,18.1,32.299,287,NA,NA,NA,NA,NA,NA,23.3316965841329,NA,NA,23.8706070389563,NA,23.6999646503089,22.7352050741267,22.5409789108476,23.0328612556784,23.4430872009344,22.4448992825134,21.9160516772512,23.3316965841329,20.9106787903288,23.2181822227385,23.8706070389563,23.0885794279737,23.6999646503089,22.9380331103968,22.1508315835566,23.4693333349943,0,1,2,0.222717422184611,0.0741845120076525,0.652245808728466,1.12968675579531,0.78720152684016,-1.31850175143774,NA,FALSE
"RPL4B","YDR012W;YBR031W","RPL4B",6,6,6,35.1,39.062,362,28.2808276792286,27.7119442916495,28.1200090582993,28.0062452556187,29.0780863330051,28.7039491312183,28.6674630157193,29.1993384305439,28.0111600179724,28.6788888278464,28.9298769196785,28.8419414718534,28.2808276792286,27.7119442916495,28.1200090582993,28.0062452556187,29.0780863330051,28.7039491312183,28.6674630157193,29.1993384305439,28.0111600179724,28.6788888278464,28.9298769196785,28.8419414718534,28.029756571199,28.9122092276216,28.6154668093377,4,4,4,0.00273851341814374,0.282464606310025,2.56248512677774,0.549035962879037,-0.882452656422615,0.296742418283976,FALSE,FALSE
