"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF029","YDR129C","ProSiteProfiles","PS50021","Calponin homology (CH) domain profile.","Calponin homology domain",1,4,1,162,0.0588109495295123,36.3311603821237,0.0986956687436879
"YAF029","YER165W","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",1,4,5,158,0.168133852243153,7.66584495163754,0.18799218124825
"YAF029","YER165W","ProSiteProfiles","PS51309","Poly(A)-binding protein C-terminal (PABC) domain profile.","Polyadenylate-binding protein/Hyperplastic disc protein",1,4,1,162,0.0588109495295123,36.3311603821237,0.0986956687436879
"YAF029","YLL050C","ProSiteProfiles","PS51263","ADF-H domain profile.","Actin-depolymerising factor homology domain",1,4,1,162,0.0588109495295123,36.3311603821237,0.0986956687436879
"YAF029","YMR229C","ProSiteProfiles","PS50126","S1 domain profile.","S1 domain",1,4,2,161,0.0871600173147683,18.7955787722462,0.112515658715428
"YAF029","YPR069C","ProSiteProfiles","PS51006","Polyamine biosynthesis (PABS) domain profile.","Polyamine biosynthesis  domain",1,4,1,162,0.0588109495295123,36.3311603821237,0.0986956687436879
"YAF029","YDR129C","CDD","cd00014","CH","Calponin homology domain",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YER073W","CDD","cd07091","ALDH_F1-2_Ald2-like","-",1,9,2,303,0.0925315976088242,16.2911397886106,0.115258656670641
"YAF029","YER165W","CDD","cd12378","RRM1_I_PABPs","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YER165W","CDD","cd12379","RRM2_I_PABPs","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YER165W","CDD","cd12380","RRM3_I_PABPs","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YER165W","CDD","cd12381","RRM4_I_PABPs","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YJR064W","CDD","cd03339","TCP1_epsilon","T-complex protein 1, epsilon subunit",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YKL216W","CDD","cd04741","DHOD_1A_like","Dihydroorotate dehydrogenase, class 1A",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YLL050C","CDD","cd11286","ADF_cofilin_like","ADF/Cofilin",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YLR354C","CDD","cd00957","Transaldolase_TalAB","Transaldolase type 1",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YMR229C","CDD","cd00164","S1_like","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YMR229C","CDD","cd04461","S1_Rrp5_repeat_hs8_sc7","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YMR229C","CDD","cd05693","S1_Rrp5_repeat_hs1_sc1","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
"YAF029","YMR229C","CDD","cd05694","S1_Rrp5_repeat_hs2_sc2","-",1,9,1,304,0.062582145384693,32.091582870314,0.0986956687436879
