"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF041","YBL076C","CDD","cd00818","IleRS_core","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YBL076C","CDD","cd07961","Anticodon_Ia_Ile_ABEc","Isoleucyl tRNA synthetase type 2, anticodon-binding domain",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDL160C","CDD","cd17940","DEADc_DDX6","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDL160C","CDD","cd18787","SF2_C_DEAD","-",1,28,5,207,0.540639036348962,1.47581111868937,0.560761727996915
"YAF041","YDL171C","CDD","cd00713","GltS","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDL171C","CDD","cd00982","gltB_C","Glutamate synthase, alpha subunit, C-terminal",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDL171C","CDD","cd02808","GltS_FMN","Glutamate synthase domain",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDL192W","CDD","cd04150","Arf1_5_like","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDR037W","CDD","cd00775","LysRS_core","Lysyl-tRNA synthetase, class II, C-terminal",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDR037W","CDD","cd04322","LysRS_N","Lysine-tRNA ligase, class II, N-terminal",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDR174W","CDD","cd01390","HMGB-UBF_HMG-box","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YDR381W","CDD","cd12267","RRM_YRA1_MLO3","Yra1/Mlo3, RNA recognition motif",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YEL046C","CDD","cd06502","TA_like","-",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
"YAF041","YER043C","CDD","cd00401","SAHH","Adenosylhomocysteinase-like",1,28,1,211,0.226625172890733,7.42247099824163,0.331557402597403
