"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF013","YDR099W","SMART","SM00101","1433_4","14-3-3 domain",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YDR174W","SMART","SM00398","hmgende2","High mobility group box domain",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YER165W;YHL034C;YNL175C","SMART","SM00360","rrm1_1","RNA recognition motif domain",3,5,18,277,0.0128916395085179,9.08048852547328,0.0903345556155209
"YAF013","YER165W","SMART","SM00361","rrm2_1","RNA recognition motif domain, eukaryote",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YER165W","SMART","SM00517","poly_2","Polyadenylate-binding protein/Hyperplastic disc protein",1,7,1,294,0.0521932988000787,39.3290398011722,0.0903345556155209
"YAF013","YLR432W","SMART","SM00116","cbs_1","CBS domain",1,7,3,292,0.101987263257359,13.4918293613088,0.121843190617199
"YAF013","YLR432W","SMART","SM01240","IMPDH_2","-",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YMR125W","SMART","SM00543","if4_15","MIF4G-like, type 3",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YMR229C","SMART","SM00316","S1_6","RNA-binding domain, S1",1,7,2,293,0.0773841745794785,20.0762303231507,0.0994939387450439
"YAF013","YMR229C","SMART","SM00386","hat_new_1","HAT (Half-A-TPR) repeat",1,7,3,292,0.101987263257359,13.4918293613088,0.121843190617199
"YAF013","YAL036C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",1,10,71,544,0.742207146049814,0.766492502101263,0.759075490278219
"YAF013","YAL036C","SUPERFAMILY","SSF81271","TGS-like","TGS-like",1,10,4,611,0.0850882140561395,15.0152960589307,0.108367065071498
"YAF013","YDL213C;YER165W;YHL034C;YNL175C","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",4,7,19,596,0.000387713049255371,17.6433819260597,0.0523412616494751
"YAF013","YDR099W","SUPERFAMILY","SSF48445","14-3-3 protein","14-3-3 domain superfamily",1,10,2,613,0.0518762595232244,29.733856669453,0.0903345556155209
"YAF013","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,10,2,613,0.0518762595232244,29.733856669453,0.0903345556155209
"YAF013","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,10,1,614,0.0348626198083067,58.5319029394609,0.0903345556155209
"YAF013","YJL001W","SUPERFAMILY","SSF56235","N-terminal nucleophile aminohydrolases (Ntn hydrolases)","Nucleophile aminohydrolases, N-terminal",1,10,15,600,0.249590713945901,3.98292708943815,0.269557971061573
"YAF013","YLR432W","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",1,10,2,613,0.0518762595232244,29.733856669453,0.0903345556155209
"YAF013","YLR432W","SUPERFAMILY","SSF54631","CBS-domain pair","-",1,10,3,612,0.0686168071078866,19.9547477554299,0.0978902543950772
"YAF013","YMR125W","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",1,10,29,586,0.419972960772075,2.01759416202803,0.432796562627711
"YAF013","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,10,14,601,0.235833210368242,4.27273945360824,0.25675389838478
"YAF013","YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",1,10,14,601,0.235833210368242,4.27273945360824,0.25675389838478
"YAF013","YDR099W","PIRSF","PIRSF000868","14-3-3","14-3-3 protein",1,2,2,153,0.0562379449140715,33.8084963379635,0.0929534722605926
"YAF013","YGL173C","PIRSF","PIRSF006743","Exonuclease_Xnr1","5'-3' exoribonuclease 1",1,2,1,154,0.0377328065790534,63.1452294216038,0.0903345556155209
"YAF013","YLR432W","PIRSF","PIRSF000130","IMPDH","Inosine-5'-monophosphate dehydrogenase",1,2,2,153,0.0562379449140715,33.8084963379635,0.0929534722605926
"YAF013","YAL036C","Pfam","PF01926","50S ribosome-binding GTPase","GTP binding domain",1,11,6,683,0.11431271255263,10.2369086204569,0.135370317496536
"YAF013","YAL036C","Pfam","PF02824","TGS domain","TGS",1,11,3,686,0.0668749323393451,20.3613726778687,0.0978902543950772
"YAF013","YAL036C","Pfam","PF16897","C-terminal region of MMR_HSR1 domain","GTP binding protein, second domain",1,11,2,687,0.0505520448584005,30.3727609016635,0.0903345556155209
"YAF013","YDR099W","Pfam","PF00244","14-3-3 protein","14-3-3 domain",1,11,2,687,0.0505520448584005,30.3727609016635,0.0903345556155209
"YAF013","YDR174W","Pfam","PF00505","HMG (high mobility group) box","High mobility group box domain",1,11,2,687,0.0505520448584005,30.3727609016635,0.0903345556155209
"YAF013","YER165W;YHL034C;YNL175C","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",3,9,17,672,0.00371675328031162,13.0190870450971,0.0903345556155209
"YAF013","YER165W","Pfam","PF00658","Poly-adenylate binding protein, unique domain","Polyadenylate-binding protein/Hyperplastic disc protein",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF03159","XRN 5'-3' exonuclease N-terminus","Putative 5-3 exonuclease",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF17846","Xrn1 helical domain","Xrn1, helical domain",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF18129","Xrn1 SH3-like domain","5'-3' exoribonuclease 1, SH3-like domain",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF18194","Exoribonuclease 1 Domain-3","Exoribonuclease 1, domain 3",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF18332","Exoribonuclease Xrn1 D1 domain","Xrn1, D1 domain",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YGL173C","Pfam","PF18334","Exoribonuclease Xrn1 D2/D3 domain","Exoribonuclease Xrn1, D2/D3 domain",1,11,1,688,0.0339678011004687,59.8960146177649,0.0903345556155209
"YAF013","YJL001W","Pfam","PF00227","Proteasome subunit","Proteasome, subunit alpha/beta",1,11,11,678,0.188489130993832,5.57116358515487,0.210297790778243
"YAF013","YLR432W","Pfam","PF00478","IMP dehydrogenase / GMP reductase domain","IMP dehydrogenase/GMP reductase",1,11,2,687,0.0505520448584005,30.3727609016635,0.0903345556155209
"YAF013","YLR432W","Pfam","PF00571","CBS domain","CBS domain",1,11,3,686,0.0668749323393451,20.3613726778687,0.0978902543950772
