"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF009","YDL213C;YDR120C;YDR174W;YDR381W;YER029C;YER151C;YER165W;YER172C;YGL049C;YGL173C;YGR074W;YGR090W;YHL034C;YJL080C;YJL203W;YML049C;YMR213W;YMR229C;YMR288W;YNL004W;YOR091W;YOR198C;YPL127C","MobiDBLite","mobidb-lite","consensus disorder prediction","-",23,0,301,0,1,0,1
"YAF009","YAL036C","ProSitePatterns","PS00905","GTP1/OBG family signature.","GTP1/OBG, conserved site",1,4,2,287,0.0503262691770804,33.4408957913577,0.176312178738916
"YAF009","YER151C","ProSitePatterns","PS00972","Ubiquitin specific protease (USP) domain signature 1.","Ubiquitin specific protease, conserved site",1,4,1,288,0.0337814306610015,64.5050972693077,0.176312178738916
"YAF009","YER151C","ProSitePatterns","PS00973","Ubiquitin specific protease (USP) domain signature 2.","Ubiquitin specific protease, conserved site",1,4,1,288,0.0337814306610015,64.5050972693077,0.176312178738916
"YAF009","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,3,2,287,0.00137401501095046,84.3604860291214,0.176312178738916
"YAF009","YPL151C","ProSitePatterns","PS00678","Trp-Asp (WD) repeats signature.","WD40 repeat, conserved site",1,4,13,276,0.217819305654189,5.2455950010202,0.264844410727856
"YAF009","YAL036C;YER172C;YFL005W","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",3,24,79,444,0.795946272710908,0.70293651798407,0.812107255108481
"YAF009","YAL036C","SUPERFAMILY","SSF81271","TGS-like","TGS-like",1,26,4,519,0.223243215602597,4.96057240111417,0.267094561524535
"YAF009","YDL213C;YDR381W;YER165W;YHL034C;YNL004W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",5,22,18,505,0.00355318368953576,6.33109207873506,0.176312178738916
"YAF009","YDR120C","SUPERFAMILY","SSF53335","S-adenosyl-L-methionine-dependent methyltransferases","S-adenosyl-L-methionine-dependent methyltransferase",1,26,7,516,0.333254907056779,2.82663832810054,0.370590519050692
"YAF009","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,26,2,521,0.140404125012238,9.90725401113101,0.208914121019209
"YAF009","YDR395W;YGL049C;YMR288W","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",3,24,31,492,0.228972919509516,1.9806492000856,0.269143607142765
"YAF009","YER029C;YGR074W","SUPERFAMILY","SSF50182","Sm-like ribonucleoproteins","LSM domain superfamily",2,25,2,521,0.013114790690467,20.4625536391187,0.176312178738916
"YAF009","YER151C","SUPERFAMILY","SSF54001","Cysteine proteinases","Papain-like cysteine peptidase superfamily",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YER172C","SUPERFAMILY","SSF158702","Sec63 N-terminal domain-like","-",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YER172C;YPL127C","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",2,25,13,510,0.164484816700784,3.12782207163687,0.222636014524294
"YAF009","YER172C","SUPERFAMILY","SSF81296","E set domains","Immunoglobulin E-set",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YGL049C","SUPERFAMILY","SSF101489","Eukaryotic initiation factor 4f subunit eIF4g, eIF4e-binding domain","eIF4G, eIF4e-binding domain superfamily",1,26,2,521,0.140404125012238,9.90725401113101,0.208914121019209
"YAF009","YJL080C","SUPERFAMILY","SSF54791","Eukaryotic type KH-domain (KH-domain type I)","K Homology domain, type 1 superfamily",1,26,3,520,0.182833903119495,6.61309281640594,0.239021883102559
"YAF009","YJL203W","SUPERFAMILY","SSF109905","Surp module (SWAP domain)","SWAP/Surp superfamily",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YLL036C","SUPERFAMILY","SSF50998","Quinoprotein alcohol dehydrogenase-like","Quinoprotein alcohol dehydrogenase-like superfamily",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YLL036C","SUPERFAMILY","SSF57850","RING/U-box","-",1,26,2,521,0.140404125012238,9.90725401113101,0.208914121019209
"YAF009","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,25,2,521,0.013114790690467,20.4625536391187,0.176312178738916
"YAF009","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,25,3,520,0.0211966531870874,13.6713698795937,0.176312178738916
"YAF009","YMR213W","SUPERFAMILY","SSF46689","Homeodomain-like","Homeobox-like domain superfamily",1,26,4,519,0.223243215602597,4.96057240111417,0.267094561524535
"YAF009","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,26,9,514,0.398087136868993,2.19207909207306,0.430190938229396
"YAF009","YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",1,26,13,510,0.510026106949256,1.50751104838939,0.542408716914289
"YAF009","YOR091W","SUPERFAMILY","SSF90229","CCCH zinc finger","Zinc finger, CCCH-type superfamily",1,26,1,522,0.0958569299552908,19.7241565761326,0.176312178738916
"YAF009","YPL151C","SUPERFAMILY","SSF50978","WD40 repeat-like","WD40-repeat-containing domain superfamily",1,26,22,501,0.693390505921819,0.876067855114515,0.723068698782286
"YAF009","YPL160W","SUPERFAMILY","SSF47323","Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases","Aminoacyl-tRNA synthetase, class Ia, anticodon-binding",1,26,4,519,0.223243215602597,4.96057240111417,0.267094561524535
"YAF009","YPL160W","SUPERFAMILY","SSF50677","ValRS/IleRS/LeuRS editing domain","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",1,26,3,520,0.182833903119495,6.61309281640594,0.239021883102559
"YAF009","YPL160W","SUPERFAMILY","SSF52374","Nucleotidylyl transferase","-",1,26,6,517,0.298367082426029,3.30179479363644,0.338823635975321
"YAF009","YAL036C","CDD","cd01896","DRG","-",1,21,2,373,0.157579525768155,8.76132212645483,0.215465882172784
"YAF009","YAL036C","CDD","cd17230","TGS_DRG1","-",1,21,1,374,0.107892527287993,17.4216635737131,0.176312178738916
"YAF009","YDL213C","CDD","cd12400","RRM_Nop6","Nop6, RNA recognition motif",1,21,1,374,0.107892527287993,17.4216635737131,0.176312178738916
"YAF009","YDR120C","CDD","cd02440","AdoMet_MTases","-",1,21,5,370,0.291283330532856,3.50459045987782,0.332186947160874
"YAF009","YDR174W","CDD","cd01390","HMGB-UBF_HMG-box","-",1,21,2,373,0.157579525768155,8.76132212645483,0.215465882172784
"YAF009","YDR381W","CDD","cd12267","RRM_YRA1_MLO3","Yra1/Mlo3, RNA recognition motif",1,21,1,374,0.107892527287993,17.4216635737131,0.176312178738916
"YAF009","YER029C","CDD","cd01717","Sm_B","-",1,21,1,374,0.107892527287993,17.4216635737131,0.176312178738916
