"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF024","YAL036C;YOR076C;YPL218W","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",3,24,75,400,0.820821866014914,0.667144570325407,0.82718482621658
"YAF024","YAL036C","SUPERFAMILY","SSF81271","TGS-like","TGS-like",1,26,4,471,0.242374363170951,4.50259297090865,0.272086666853016
"YAF024","YCL037C","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",1,26,11,464,0.488811330348443,1.62044312665335,0.504329150359505
"YAF024","YDR120C","SUPERFAMILY","SSF53335","S-adenosyl-L-methionine-dependent methyltransferases","S-adenosyl-L-methionine-dependent methyltransferase",1,26,6,469,0.322534322360667,2.99575095695775,0.347962339476239
"YAF024","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,26,2,473,0.153120452322447,8.99617912902024,0.204160603096596
"YAF024","YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YPL043W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",6,21,13,462,0.000229623978039095,10.0400360778549,0.0248378871131352
"YAF024","YDR496C;YGL049C;YHL030W","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",3,24,25,450,0.184949829751787,2.24514410342532,0.225318206149298
"YAF024","YER151C","SUPERFAMILY","SSF54001","Cysteine proteinases","Papain-like cysteine peptidase superfamily",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YFL018C","SUPERFAMILY","SSF51905","FAD/NAD(P)-binding domain","FAD/NAD(P)-binding domain superfamily",1,26,2,473,0.153120452322447,8.99617912902024,0.204160603096596
"YAF024","YFL018C","SUPERFAMILY","SSF55424","FAD/NAD-linked reductases, dimerisation (C-terminal) domain","FAD/NAD-linked reductase, dimerisation domain superfamily",1,26,2,473,0.153120452322447,8.99617912902024,0.204160603096596
"YAF024","YFR037C","SUPERFAMILY","SSF46689","Homeodomain-like","Homeobox-like domain superfamily",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YFR037C","SUPERFAMILY","SSF57850","RING/U-box","-",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YGL049C","SUPERFAMILY","SSF101489","Eukaryotic initiation factor 4f subunit eIF4g, eIF4e-binding domain","eIF4G, eIF4e-binding domain superfamily",1,26,2,473,0.153120452322447,8.99617912902024,0.204160603096596
"YAF024","YJL080C","SUPERFAMILY","SSF54791","Eukaryotic type KH-domain (KH-domain type I)","K Homology domain, type 1 superfamily",1,26,5,470,0.283533099980578,3.59916996261497,0.311048970442828
"YAF024","YKL130C","SUPERFAMILY","SSF116942","RNA-binding protein She2p","She2 domain superfamily",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YLL050C","SUPERFAMILY","SSF55753","Actin depolymerizing proteins","-",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,25,2,473,0.0156510267475333,18.5721425405723,0.171707923785176
"YAF024","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,25,3,472,0.0252205182199503,12.4100708462954,0.171707923785176
"YAF024","YMR033W","SUPERFAMILY","SSF53067","Actin-like ATPase domain","ATPase, nucleotide binding domain",1,26,11,464,0.488811330348443,1.62044312665335,0.504329150359505
"YAF024","YMR217W","SUPERFAMILY","SSF52317","Class I glutamine amidotransferase-like","Class I glutamine amidotransferase-like",1,26,4,471,0.242374363170951,4.50259297090865,0.272086666853016
"YAF024","YMR217W","SUPERFAMILY","SSF52402","Adenine nucleotide alpha hydrolases-like","-",1,26,2,473,0.153120452322447,8.99617912902024,0.204160603096596
"YAF024","YMR217W","SUPERFAMILY","SSF54810","GMP synthetase C-terminal dimerisation domain","-",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,26,8,467,0.394494791468769,2.24019362124004,0.415257675230283
"YAF024","YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",1,26,16,459,0.615420937155173,1.10312220845964,0.627488014354294
"YAF024","YNR051C","SUPERFAMILY","SSF54427","NTF2-like","NTF2-like domain superfamily",1,26,1,474,0.104778490827111,17.9056752907471,0.171707923785176
"YAF024","YAL036C","CDD","cd01896","DRG","-",1,20,2,343,0.162863411010727,8.45466686498271,0.212971453022801
"YAF024","YAL036C","CDD","cd17230","TGS_DRG1","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YCL037C","CDD","cd07323","LAM","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YDR120C","CDD","cd02440","AdoMet_MTases","-",1,20,5,340,0.300265432767432,3.38084567508009,0.328021061006439
"YAF024","YDR174W","CDD","cd01390","HMGB-UBF_HMG-box","-",1,20,2,343,0.162863411010727,8.45466686498271,0.212971453022801
"YAF024","YDR381W","CDD","cd12267","RRM_YRA1_MLO3","Yra1/Mlo3, RNA recognition motif",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YER151C","CDD","cd02257","Peptidase_C19","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YER165W","CDD","cd12378","RRM1_I_PABPs","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YER165W","CDD","cd12379","RRM2_I_PABPs","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YER165W","CDD","cd12380","RRM3_I_PABPs","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YER165W","CDD","cd12381","RRM4_I_PABPs","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YFR037C","CDD","cd00167","SANT","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YFR037C","CDD","cd02336","ZZ_RSC8","Rsc8/Ssr1/Ssr2, zinc finger, ZZ-type",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YGL173C","CDD","cd18673","PIN_XRN1-2-like","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
"YAF024","YHL034C","CDD","cd00590","RRM_SF","-",1,20,1,344,0.111610150460364,16.8092711355185,0.171707923785176
