"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF010","YBR146W;YDL213C;YDR120C;YDR174W;YDR381W;YER151C;YER165W;YER176W;YFR001W;YGL049C;YGL173C;YHL034C;YJL080C;YLL011W;YLR051C;YLR196W;YML127W;YMR080C;YMR229C;YNL175C;YNL251C;YNL308C;YNR051C;YOR091W;YOR198C;YPL043W;YPL127C;YPL190C;YPR112C","MobiDBLite","mobidb-lite","consensus disorder prediction","-",29,0,340,0,1,0,1
"YAF010","YAL036C","ProSitePatterns","PS00905","GTP1/OBG family signature.","GTP1/OBG, conserved site",1,6,2,338,0.0594743440526742,26.82348058813,0.175867188093573
"YAF010","YBR146W","ProSitePatterns","PS00360","Ribosomal protein S9 signature.","Ribosomal protein S9, conserved site",1,6,2,338,0.0594743440526742,26.82348058813,0.175867188093573
"YAF010","YER151C","ProSitePatterns","PS00972","Ubiquitin specific protease (USP) domain signature 1.","Ubiquitin specific protease, conserved site",1,6,1,339,0.0399960020655996,52.3864461416338,0.175867188093573
"YAF010","YER151C","ProSitePatterns","PS00973","Ubiquitin specific protease (USP) domain signature 2.","Ubiquitin specific protease, conserved site",1,6,1,339,0.0399960020655996,52.3864461416338,0.175867188093573
"YAF010","YLR196W","ProSitePatterns","PS00678","Trp-Asp (WD) repeats signature.","WD40 repeat, conserved site",1,6,16,324,0.298674404527706,3.35492377095504,0.336803051914221
"YAF010","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,5,2,338,0.00205853366054098,62.2887759462776,0.0909185700072265
"YAF010","YNL137C","ProSitePatterns","PS00632","Ribosomal protein S4 signature.","Ribosomal protein S4, conserved site",1,6,2,338,0.0594743440526742,26.82348058813,0.175867188093573
"YAF010","YAL036C;YCR002C;YER176W;YMR080C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",4,26,93,501,0.713263528453849,0.829019976875212,0.724194770269234
"YAF010","YAL036C","SUPERFAMILY","SSF81271","TGS-like","TGS-like",1,29,4,590,0.21899102092883,5.05846241377028,0.26378463884609
"YAF010","YBR146W","SUPERFAMILY","SSF54211","Ribosomal protein S5 domain 2-like","Ribosomal protein S5 domain 2-type fold",1,29,8,586,0.360059841244358,2.52015752585144,0.392657851562777
"YAF010","YDL213C;YDR381W;YER165W;YHL034C;YNL175C;YNL251C;YPL043W;YPL190C;YPR112C","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",9,21,19,575,1.45486449844475e-06,12.8267011886888,0.00019276954604393
"YAF010","YDR120C","SUPERFAMILY","SSF53335","S-adenosyl-L-methionine-dependent methyltransferases","S-adenosyl-L-methionine-dependent methyltransferase",1,29,8,586,0.360059841244358,2.52015752585144,0.392657851562777
"YAF010","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,29,2,592,0.137617720261602,10.1040434241427,0.203735731113545
"YAF010","YER151C","SUPERFAMILY","SSF54001","Cysteine proteinases","Papain-like cysteine peptidase superfamily",1,29,1,593,0.093915915545129,20.121546334906,0.175867188093573
"YAF010","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,29,1,593,0.093915915545129,20.121546334906,0.175867188093573
