"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF025","YAL036C","PANTHER","PTHR43127","-","-",1,43,2,1019,0.1190006305098,11.7644012145765,0.163175106986923
"YAF025","YAL036C","PANTHER","PTHR43127:SF1","DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1","-",1,43,1,1020,0.0809594408556601,23.4619431272023,0.144559276907922
"YAF025","YBR084W","PANTHER","PTHR48099","C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC-RELATED","-",1,43,3,1018,0.155501546006569,7.85364963789155,0.192779313884856
"YAF025","YBR084W","PANTHER","PTHR48099:SF8","C-1-TETRAHYDROFOLATE SYNTHASE, CYTOPLASMIC","-",1,43,2,1019,0.1190006305098,11.7644012145765,0.163175106986923
"YAF025","YBR208C","PANTHER","PTHR18866","CARBOXYLASE:PYRUVATE/ACETYL-COA/PROPIONYL-COA CARBOXYLASE","-",1,43,1,1020,0.0809594408556601,23.4619431272023,0.144559276907922
"YAF025","YCL011C","PANTHER","PTHR23003","RNA RECOGNITION MOTIF  RRM  DOMAIN CONTAINING PROTEIN","-",1,43,4,1017,0.190523159555779,5.89018993106576,0.223926570646727
"YAF025","YCL011C","PANTHER","PTHR23003:SF3","FI21236P1","-",1,43,2,1019,0.1190006305098,11.7644012145765,0.163175106986923
"YAF025","YCL031C","PANTHER","PTHR13191","RIBOSOMAL RNA PROCESSING PROTEIN 7-RELATED","Ribosomal RNA-processing protein 7",1,43,1,1020,0.0809594408556601,23.4619431272023,0.144559276907922
"YAF025","YCL031C","PANTHER","PTHR13191:SF0","RIBOSOMAL RNA-PROCESSING PROTEIN 7 HOMOLOG A-RELATED","-",1,43,1,1020,0.0809594408556601,23.4619431272023,0.144559276907922
"YAF025","YCL057W","PANTHER","PTHR11804","PROTEASE M3 THIMET OLIGOPEPTIDASE-RELATED","-",1,43,1,1020,0.0809594408556601,23.4619431272023,0.144559276907922
