"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF043","YAL005C;YJL034W;YJR045C;YLL024C;YNL209W","ProSitePatterns","PS00297","Heat shock hsp70 proteins family signature 1.","Heat shock protein 70, conserved site",5,29,5,143,0.0213782751733549,4.87008926465871,0.53212177354836
"YAF043","YAL005C;YJL034W;YJR045C;YLL024C;YNL209W;YPL106C","ProSitePatterns","PS00329","Heat shock hsp70 proteins family signature 2.","Heat shock protein 70, conserved site",6,28,6,142,0.0110660228033198,5.00748635029806,0.53212177354836
"YAF043","YAL005C;YJL034W;YJR045C;YLL024C;YNL209W;YPL106C","ProSitePatterns","PS01036","Heat shock hsp70 proteins family signature 3.","Heat shock protein 70, conserved site",6,28,6,142,0.0110660228033198,5.00748635029806,0.53212177354836
"YAF043","YAL038W","ProSitePatterns","PS00110","Pyruvate kinase active site signature.","Pyruvate kinase, active site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YBR196C","ProSitePatterns","PS00174","Phosphoglucose isomerase signature 2.","Phosphoglucose isomerase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YBR196C","ProSitePatterns","PS00765","Phosphoglucose isomerase signature 1.","Phosphoglucose isomerase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YCR012W","ProSitePatterns","PS00111","Phosphoglycerate kinase signature.","Phosphoglycerate kinase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YDR050C","ProSitePatterns","PS00171","Triosephosphate isomerase active site.","Triosephosphate isomerase, active site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YER043C","ProSitePatterns","PS00738","S-adenosyl-L-homocysteine hydrolase signature 1.","S-adenosyl-L-homocysteine hydrolase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YER043C","ProSitePatterns","PS00739","S-adenosyl-L-homocysteine hydrolase signature 2.","S-adenosyl-L-homocysteine hydrolase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YGL245W;YGR094W","ProSitePatterns","PS00178","Aminoacyl-transfer RNA synthetases class-I signature.","Aminoacyl-tRNA synthetase, class I, conserved site",2,32,2,146,0.159064421899695,4.50920318687615,0.53212177354836
"YAF043","YGL253W","ProSitePatterns","PS00378","Hexokinase domain signature.","Hexokinase, binding site",1,33,2,146,0.464315058790197,2.20021160469768,0.535962873473253
"YAF043","YGR155W","ProSitePatterns","PS00901","Cysteine synthase/cystathionine beta-synthase P-phosphate attachment site.","Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YGR240C","ProSitePatterns","PS00433","Phosphofructokinase signature.","Phosphofructokinase, conserved site",1,33,2,146,0.464315058790197,2.20021160469768,0.535962873473253
"YAF043","YGR254W;YHR174W","ProSitePatterns","PS00164","Enolase signature.","Enolase, conserved site",2,32,2,146,0.159064421899695,4.50920318687615,0.53212177354836
"YAF043","YGR285C","ProSitePatterns","PS00636","Nt-dnaJ domain signature.","DnaJ domain, conserved site",1,33,2,146,0.464315058790197,2.20021160469768,0.535962873473253
"YAF043","YHR007C","ProSitePatterns","PS00086","Cytochrome P450 cysteine heme-iron ligand signature.","Cytochrome P450, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YJL130C","ProSitePatterns","PS00097","Aspartate and ornithine carbamoyltransferases signature.","Aspartate/ornithine carbamoyltransferase",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YJL130C;YNR016C","ProSitePatterns","PS00866","Carbamoyl-phosphate synthase subdomain signature 1.","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",2,32,2,146,0.159064421899695,4.50920318687615,0.53212177354836
"YAF043","YJL130C;YNR016C","ProSitePatterns","PS00867","Carbamoyl-phosphate synthase subdomain signature 2.","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",2,32,2,146,0.159064421899695,4.50920318687615,0.53212177354836
"YAF043","YLR044C","ProSitePatterns","PS00187","Thiamine pyrophosphate enzymes signature.","TPP-binding enzyme, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YLR058C","ProSitePatterns","PS00096","Serine hydroxymethyltransferase pyridoxal-phosphate attachment site.","Serine hydroxymethyltransferase, pyridoxal phosphate binding site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YLR249W","ProSitePatterns","PS00211","ABC transporters family signature.","ABC transporter, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YLR432W","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YMR186W","ProSitePatterns","PS00298","Heat shock hsp90 proteins family signature.","Heat shock protein Hsp90, conserved site",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
"YAF043","YNL055C","ProSitePatterns","PS00558","Eukaryotic mitochondrial porin signature.","Porin, eukaryotic type",1,33,1,147,0.339566510837229,4.40345895408908,0.53212177354836
