"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF015","YDL213C;YDR099W;YDR174W;YDR381W;YER151C;YER165W;YGL173C;YGR090W;YMR080C;YMR229C;YNL175C;YOL041C;YOR198C;YPL043W;YPL127C","MobiDBLite","mobidb-lite","consensus disorder prediction","-",15,0,252,0,1,0,1
"YAF015","YDR099W","ProSitePatterns","PS00796","14-3-3 proteins signature 1.","14-3-3 protein, conserved site",1,3,2,331,0.0352910099776655,50.3438944534492,0.096962137499795
"YAF015","YDR099W","ProSitePatterns","PS00797","14-3-3 proteins signature 2.","14-3-3 protein, conserved site",1,3,2,331,0.0352910099776655,50.3438944534492,0.096962137499795
"YAF015","YER151C","ProSitePatterns","PS00972","Ubiquitin specific protease (USP) domain signature 1.","Ubiquitin specific protease, conserved site",1,3,1,332,0.0236328952946163,95.9869092063281,0.096962137499795
"YAF015","YER151C","ProSitePatterns","PS00973","Ubiquitin specific protease (USP) domain signature 2.","Ubiquitin specific protease, conserved site",1,3,1,332,0.0236328952946163,95.9869092063281,0.096962137499795
"YAF015","YLR432W;YML056C","ProSitePatterns","PS00487","IMP dehydrogenase / GMP reductase signature.","IMP dehydrogenase / GMP reductase, conserved site",2,2,2,331,0.000630806743330357,139.789114698763,0.018382648285318
"YAF015","YDL213C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",6,9,17,540,8.42418203210724e-06,20.7901056879395,0.00115494002133886
"YAF015","YDR099W","SUPERFAMILY","SSF48445","14-3-3 protein","14-3-3 domain superfamily",1,14,2,555,0.0767570985563426,19.3980602604552,0.103321198571655
"YAF015","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,14,2,555,0.0767570985563426,19.3980602604552,0.103321198571655
"YAF015","YDR324C","SUPERFAMILY","SSF50978","WD40 repeat-like","WD40-repeat-containing domain superfamily",1,14,13,544,0.313662920039074,2.97948864686398,0.337790836965157
"YAF015","YER151C","SUPERFAMILY","SSF54001","Cysteine proteinases","Papain-like cysteine peptidase superfamily",1,14,2,555,0.0767570985563426,19.3980602604552,0.103321198571655
"YAF015","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,14,1,556,0.0518045877065143,38.3862864138399,0.096962137499795
"YAF015","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,13,2,555,0.00374140336308336,41.2789628586725,0.0542985929920419
"YAF015","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,13,3,554,0.00614098020042053,27.6681880855664,0.0631079912174364
"YAF015","YMR080C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",1,14,70,487,0.866611365716344,0.497412069748239,0.878014146844191
"YAF015","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,14,9,548,0.235000584431791,4.32583038924758,0.260360359730186
"YAF015","YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",1,14,14,543,0.3321128415434,2.76250608718924,0.355176233317247
"YAF015","YPL127C","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",1,14,11,546,0.275327308719076,3.53111962398417,0.300712096047785
"YAF015","YDL213C","CDD","cd12400","RRM_Nop6","Nop6, RNA recognition motif",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YDR099W","CDD","cd11309","14-3-3_fungi","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YDR174W","CDD","cd01390","HMGB-UBF_HMG-box","-",1,14,2,413,0.101270550792394,14.4402448199663,0.119050876504035
"YAF015","YDR381W","CDD","cd12267","RRM_YRA1_MLO3","Yra1/Mlo3, RNA recognition motif",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YER151C","CDD","cd02257","Peptidase_C19","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YER165W","CDD","cd12378","RRM1_I_PABPs","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YER165W","CDD","cd12379","RRM2_I_PABPs","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YER165W","CDD","cd12380","RRM3_I_PABPs","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YER165W","CDD","cd12381","RRM4_I_PABPs","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YGL173C","CDD","cd18673","PIN_XRN1-2-like","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YLR432W;YML056C","CDD","cd00381","IMPDH","IMP dehydrogenase/GMP reductase",2,13,2,413,0.00655667441220118,30.6902301000232,0.0631079912174364
"YAF015","YLR432W;YML056C","CDD","cd04601","CBS_pair_IMPDH","-",2,13,2,413,0.00655667441220118,30.6902301000232,0.0631079912174364
"YAF015","YMR080C","CDD","cd18039","DEXXQc_UPF1","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR080C","CDD","cd18808","SF1_C_Upf1","DNA2/NAM7 helicase-like, C-terminal",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR080C","CDD","cd21400","ZBD_UPF1-like","RNA helicase UPF1, Cys/His rich zinc-binding domain",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR080C","CDD","cd21407","1B_UPF1-like","RNA helicase UPF1, 1B domain",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd00164","S1_like","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd04461","S1_Rrp5_repeat_hs8_sc7","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05693","S1_Rrp5_repeat_hs1_sc1","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05694","S1_Rrp5_repeat_hs2_sc2","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05698","S1_Rrp5_repeat_hs6_sc5","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05702","S1_Rrp5_repeat_hs11_sc8","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05703","S1_Rrp5_repeat_hs12_sc9","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05706","S1_Rrp5_repeat_sc10","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05707","S1_Rrp5_repeat_sc11","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YMR229C","CDD","cd05708","S1_Rrp5_repeat_sc12","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YNL175C","CDD","cd12396","RRM1_Nop13p_fungi","Nop13/Rnp24, RNA recognition motif 1",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YNL175C","CDD","cd12397","RRM2_Nop13p_fungi","Nop13/Rnp24, RNA recognition motif 2",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YOL041C","CDD","cd12669","RRM1_Nop12p_like","Nop12, RNA recognition motif 1",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YOL041C","CDD","cd12670","RRM2_Nop12p_like","-",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YPL043W","CDD","cd12675","RRM2_Nop4p","Nop4, RNA recognition motif 2",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YPL043W","CDD","cd12676","RRM3_Nop4p","Nop4, RNA recognition motif 3",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YPL043W","CDD","cd12677","RRM4_Nop4p","Nop4, RNA recognition motif 4",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YPL127C","CDD","cd00073","H15","Linker histone H1/H5, domain H15",1,14,1,414,0.0686290453732316,28.6200503787982,0.096962137499795
"YAF015","YDL213C;YNL175C;YOL041C","PANTHER","PTHR23236","EUKARYOTIC TRANSLATION INITIATION FACTOR 4B/4H","-",3,16,4,619,0.00071620707605135,28.3360222761654,0.018382648285318
"YAF015","YDL213C","PANTHER","PTHR23236:SF51","NUCLEOLAR PROTEIN 6","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YDR099W","PANTHER","PTHR18860","14-3-3 PROTEIN","14-3-3 protein",1,18,2,621,0.0863139379547143,16.9641018029103,0.108067857276634
"YAF015","YDR099W","PANTHER","PTHR18860:SF17","14-3-3 PROTEIN EPSILON","-",1,18,2,621,0.0863139379547143,16.9641018029103,0.108067857276634
"YAF015","YDR174W","PANTHER","PTHR48112","HIGH MOBILITY GROUP PROTEIN DSP1","-",1,18,2,621,0.0863139379547143,16.9641018029103,0.108067857276634
"YAF015","YDR174W","PANTHER","PTHR48112:SF24","HIGH MOBILITY GROUP PROTEIN 1","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YDR324C","PANTHER","PTHR44163","U3 SMALL NUCLEOLAR RNA-ASSOCIATED PROTEIN 4 HOMOLOG","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YDR381W","PANTHER","PTHR19965","RNA AND EXPORT FACTOR BINDING PROTEIN","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YDR381W","PANTHER","PTHR19965:SF35","THO COMPLEX SUBUNIT 4","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YER151C","PANTHER","PTHR21646","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YER165W","PANTHER","PTHR24012","RNA BINDING PROTEIN","-",1,18,2,621,0.0863139379547143,16.9641018029103,0.108067857276634
"YAF015","YER165W","PANTHER","PTHR24012:SF466","POLYADENYLATE-BINDING PROTEIN 1-LIKE","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YGL173C","PANTHER","PTHR12341","5'->3' EXORIBONUCLEASE","5'-3' exoribonuclease",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YGL173C","PANTHER","PTHR12341:SF7","5'-3' EXORIBONUCLEASE 1","5'-3' exoribonuclease 1",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YGR090W","PANTHER","PTHR17972","NUCLEOLAR RNA-ASSOCIATED PROTEIN","NOL6/Upt22",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YJR144W","PANTHER","PTHR31404","MITOCHONDRIAL GENOME MAINTENANCE PROTEIN MGM101","Mitochondrial genome maintenance protein Mgm101",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YLR432W;YML056C","PANTHER","PTHR11911","INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED","-",2,17,2,621,0.00481142537790494,35.5539046323052,0.0617466256831134
"YAF015","YMR080C","PANTHER","PTHR10887","DNA2/NAM7 HELICASE FAMILY","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YMR080C","PANTHER","PTHR10887:SF486","REGULATOR OF NONSENSE TRANSCRIPTS 1-LIKE PROTEIN","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YMR229C","PANTHER","PTHR23270","PROGRAMMED CELL DEATH PROTEIN 11  PRE-RRNA PROCESSING PROTEIN RRP5","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YMR229C","PANTHER","PTHR23270:SF10","PROTEIN RRP5 HOMOLOG","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YNL175C","PANTHER","PTHR23236:SF9","FI01540P","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YOL041C","PANTHER","PTHR23236:SF25","RNA-BINDING PROTEIN 34","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YOR198C","PANTHER","PTHR31027","NUCLEAR SEGREGATION PROTEIN BFR1","Nuclear segregation protein Bfr1",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YPL043W","PANTHER","PTHR48039","RNA-BINDING MOTIF PROTEIN 14B","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YPL043W","PANTHER","PTHR48039:SF2","RNA-BINDING PROTEIN 28","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YPL127C","PANTHER","PTHR11467","HISTONE H1","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YPL127C","PANTHER","PTHR11467:SF125","H1, PUTATIVE-RELATED","-",1,18,1,622,0.0583589698728136,33.6265143363262,0.096962137499795
"YAF015","YDL213C;YDR099W;YDR174W;YER151C;YER165W;YGL173C;YMR229C;YOL041C;YOR198C;YPL043W","Coils","Coil","Coil","-",10,0,185,0,1,0,1
"YAF015","YDR099W","Pfam","PF00244","14-3-3 protein","14-3-3 domain",1,16,2,620,0.0778263573656622,19.0112785106821,0.103321198571655
"YAF015","YDR174W","Pfam","PF00505","HMG (high mobility group) box","High mobility group box domain",1,16,2,620,0.0778263573656622,19.0112785106821,0.103321198571655
"YAF015","YDR324C","Pfam","PF00400","WD domain, G-beta repeat","WD40 repeat",1,16,11,611,0.27850518519696,3.4594262529276,0.302040834650224
"YAF015","YDR381W;YER165W;YNL175C;YOL041C;YPL043W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",5,12,15,607,8.63505743849994e-05,16.6131017173257,0.00443266281842997
"YAF015","YER151C","Pfam","PF00443","Ubiquitin carboxyl-terminal hydrolase","Peptidase C19, ubiquitin carboxyl-terminal hydrolase",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YER165W","Pfam","PF00658","Poly-adenylate binding protein, unique domain","Polyadenylate-binding protein/Hyperplastic disc protein",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF03159","XRN 5'-3' exonuclease N-terminus","Putative 5-3 exonuclease",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF17846","Xrn1 helical domain","Xrn1, helical domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF18129","Xrn1 SH3-like domain","5'-3' exoribonuclease 1, SH3-like domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF18194","Exoribonuclease 1 Domain-3","Exoribonuclease 1, domain 3",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF18332","Exoribonuclease Xrn1 D1 domain","Xrn1, D1 domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGL173C","Pfam","PF18334","Exoribonuclease Xrn1 D2/D3 domain","Exoribonuclease Xrn1, D2/D3 domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF03813","Nrap protein domain 1","Nrap protein domain 1",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF17403","Nrap protein PAP/OAS-like domain","Nrap protein, domain 2",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF17404","Nrap protein domain 3","Nrap protein, domain 3",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF17405","Nrap protein nucleotidyltransferase domain 4","Nrap protein, domain 4",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF17406","Nrap protein PAP/OAS1-like domain 5","Nrap protein, domain 5",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YGR090W","Pfam","PF17407","Nrap protein domain 6","Nrap protein, domain 6",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YJR144W","Pfam","PF06420","Mitochondrial genome maintenance MGM101","Mitochondrial genome maintenance protein Mgm101",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YLR432W;YML056C","Pfam","PF00478","IMP dehydrogenase / GMP reductase domain","IMP dehydrogenase/GMP reductase",2,15,2,620,0.00387847092800299,40.0582932707017,0.0542985929920419
"YAF015","YLR432W;YML056C","Pfam","PF00571","CBS domain","CBS domain",2,15,3,619,0.00636280937000309,26.8566028696015,0.0631079912174364
"YAF015","YMR080C","Pfam","PF09416","RNA helicase (UPF2 interacting domain)","RNA helicase UPF1, Cys/His rich zinc-binding domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YMR080C","Pfam","PF13086","AAA domain","DNA2/NAM7 helicase, helicase domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YMR080C","Pfam","PF13087","AAA domain","DNA2/NAM7 helicase-like, C-terminal",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YMR080C","Pfam","PF18141","Domain of unknown function (DUF5599)","RNA helicase UPF1, 1B domain",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YMR229C","Pfam","PF00575","S1 RNA binding domain","S1 domain",1,16,2,620,0.0778263573656622,19.0112785106821,0.103321198571655
"YAF015","YPL127C","Pfam","PF00538","linker histone H1 and H5 family","Linker histone H1/H5, domain H15",1,16,1,621,0.052540951035366,37.6731794637832,0.096962137499795
"YAF015","YDL213C;YDR381W;YER165W;YNL175C;YOL041C;YPL043W","ProSiteProfiles","PS50102","Eukaryotic RNA Recognition Motif (RRM) profile.","RNA recognition motif domain",6,7,17,241,0.000223516633447364,11.9019666069145,0.00860539038772352
"YAF015","YDR174W","ProSiteProfiles","PS50118","HMG boxes A and B DNA-binding domains profile.","High mobility group box domain",1,12,2,256,0.137602558181716,10.4149684621931,0.155814661470472
"YAF015","YDR324C","ProSiteProfiles","PS50082","Trp-Asp (WD) repeats profile.","WD40 repeat",1,12,12,246,0.480062567824533,1.70412907102054,0.502922690101892
"YAF015","YDR324C","ProSiteProfiles","PS50294","Trp-Asp (WD) repeats circular profile.","WD40-repeat-containing domain",1,12,13,245,0.506260965569809,1.56735967697572,0.523249588575507
"YAF015","YER151C","ProSiteProfiles","PS50235","Ubiquitin specific protease (USP) domain profile.","Ubiquitin specific protease domain",1,12,1,257,0.0938089380893807,20.6164996797412,0.111127511275113
"YAF015","YER165W","ProSiteProfiles","PS51309","Poly(A)-binding protein C-terminal (PABC) domain profile.","Polyadenylate-binding protein/Hyperplastic disc protein",1,12,1,257,0.0938089380893807,20.6164996797412,0.111127511275113
"YAF015","YLR432W;YML056C","ProSiteProfiles","PS51371","CBS domain profile.","CBS domain",2,11,3,255,0.0196249104937623,14.9818514338408,0.096962137499795
"YAF015","YMR229C","ProSiteProfiles","PS50126","S1 domain profile.","S1 domain",1,12,2,256,0.137602558181716,10.4149684621931,0.155814661470472
"YAF015","YPL127C","ProSiteProfiles","PS51504","Linker histone H1/H5 globular (H15) domain profile.","Linker histone H1/H5, domain H15",1,12,1,257,0.0938089380893807,20.6164996797412,0.111127511275113
"YAF015","YDR099W","SMART","SM00101","1433_4","14-3-3 domain",1,12,2,262,0.134754355674148,10.658417760391,0.154866946073275
"YAF015","YDR174W","SMART","SM00398","hmgende2","High mobility group box domain",1,12,2,262,0.134754355674148,10.658417760391,0.154866946073275
"YAF015","YDR324C","SMART","SM00320","WD40_4","WD40 repeat",1,12,13,251,0.498270572067146,1.60561211302473,0.518470730394193
"YAF015","YDR381W;YER165W;YNL175C;YOL041C;YPL043W","SMART","SM00360","rrm1_1","RNA recognition motif domain",5,8,16,248,0.00133360788133009,9.5156751864712,0.0256719517156042
"YAF015","YER165W","SMART","SM00361","rrm2_1","RNA recognition motif domain, eukaryote",1,12,1,263,0.0918223198869877,21.0969204469932,0.111127511275113
"YAF015","YER165W","SMART","SM00517","poly_2","Polyadenylate-binding protein/Hyperplastic disc protein",1,12,1,263,0.0918223198869877,21.0969204469932,0.111127511275113
"YAF015","YLR432W;YML056C","SMART","SM00116","cbs_1","CBS domain",2,11,3,261,0.018816852758745,15.3438882258433,0.096962137499795
"YAF015","YLR432W;YML056C","SMART","SM01240","IMPDH_2","-",2,11,2,262,0.0115989537445565,22.8887800131311,0.096962137499795
