"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF040","YDL192W","CDD","cd04150","Arf1_5_like","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YER165W","CDD","cd12378","RRM1_I_PABPs","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YER165W","CDD","cd12379","RRM2_I_PABPs","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YER165W","CDD","cd12380","RRM3_I_PABPs","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YER165W","CDD","cd12381","RRM4_I_PABPs","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YGL173C","CDD","cd18673","PIN_XRN1-2-like","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YGR185C","CDD","cd00805","TyrRS_core","Tyrosine-tRNA ligase",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YJL026W","CDD","cd01049","RNRR2","Ribonucleotide reductase small subunit",1,7,2,175,0.124848298048583,12.0096104240919,0.145122807988097
"YAF040","YLR432W","CDD","cd00381","IMPDH","IMP dehydrogenase/GMP reductase",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YLR432W","CDD","cd04601","CBS_pair_IMPDH","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YOR168W","CDD","cd00807","GlnRS_core","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YOR341W","CDD","cd01435","RNAP_I_RPA1_N","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YOR341W","CDD","cd02735","RNAP_I_Rpa1_C","-",1,7,1,176,0.0848413631022327,23.5862890321914,0.138027696836078
"YAF040","YDL192W","Gene3D","G3DSA:3.40.50.300","-","-",1,9,18,228,0.544171490700133,1.40525257053515,0.556446035603144
"YAF040","YER165W","Gene3D","G3DSA:1.10.1900.10","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YER165W","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",1,9,5,241,0.214545460268798,5.28294620316819,0.229749469264225
"YAF040","YGL173C","Gene3D","G3DSA:2.170.260.40","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGL173C","Gene3D","G3DSA:2.30.30.30","-","Ribosomal protein L2, domain 2",1,9,8,238,0.305429846420673,3.2797541613809,0.314685296312209
"YAF040","YGL173C","Gene3D","G3DSA:2.30.30.750","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGL173C","Gene3D","G3DSA:3.30.110.100","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGL173C","Gene3D","G3DSA:3.40.50.12390","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGL206C;YOR027W","Gene3D","G3DSA:1.25.40.10","-","Tetratricopeptide-like helical domain superfamily",2,8,4,242,0.0189966122029393,14.6287050810011,0.138027696836078
"YAF040","YGL206C","Gene3D","G3DSA:1.25.40.730","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGL206C","Gene3D","G3DSA:2.130.10.110","-","Clathrin heavy chain, N-terminal",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGR185C","Gene3D","G3DSA:1.10.240.10","-","-",1,9,1,245,0.0767463235294119,25.8781484499776,0.138027696836078
"YAF040","YGR185C;YOR168W","Gene3D","G3DSA:3.40.50.620","HUPs","Rossmann-like alpha/beta/alpha sandwich fold",2,8,8,238,0.0523476042257767,7.30585842087929,0.138027696836078
