"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF028","YBL076C;YGR094W;YPL160W","Pfam","PF00133","tRNA synthetases class I (I, L, M and V)","Aminoacyl-tRNA synthetase, class Ia",3,10,3,311,0.000923331701270929,29.8154957517283,0.0263728616684684
"YAF028","YBL076C;YGR094W;YPL160W","Pfam","PF08264","Anticodon-binding domain of tRNA ligase","Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",3,10,3,311,0.000923331701270929,29.8154957517283,0.0263728616684684
"YAF028","YDR321W","Pfam","PF00710","Asparaginase, N-terminal","L-asparaginase, N-terminal",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YDR321W","Pfam","PF17763","Glutaminase/Asparaginase C-terminal domain","Asparaginase/glutaminase, C-terminal",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YDR341C","Pfam","PF00750","tRNA synthetases class I (R)","Arginyl-tRNA synthetase, catalytic core domain",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YDR341C","Pfam","PF03485","Arginyl tRNA synthetase N terminal domain","Arginyl tRNA synthetase N-terminal domain",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YDR341C","Pfam","PF05746","DALR anticodon binding domain","DALR anticodon binding",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YER165W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",1,12,6,308,0.249237264451844,4.24151776579514,0.267687285416784
"YAF028","YER165W","Pfam","PF00658","Poly-adenylate binding protein, unique domain","Polyadenylate-binding protein/Hyperplastic disc protein",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YGR234W","Pfam","PF00042","Globin","Globin",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YGR234W","Pfam","PF00970","Oxidoreductase FAD-binding domain","Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YGR240C","Pfam","PF00365","Phosphofructokinase","Phosphofructokinase domain",1,12,2,312,0.11492542353802,12.6858831209007,0.145963676610332
"YAF028","YGR240C","Pfam","PF18468","Phosphofructokinase N-terminal domain yeast","Phosphofructokinase, N-terminal domain",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
"YAF028","YJL167W","Pfam","PF00348","Polyprenyl synthetase","Polyprenyl synthetase",1,12,1,313,0.0780473161854375,25.1004022524515,0.145381583491111
