"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF012","YAL036C;YMR080C","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",2,31,71,485,0.933504793751542,0.441169515800163,0.939855166498151
"YAF012","YAL036C","SUPERFAMILY","SSF81271","TGS-like","TGS-like",1,32,4,552,0.251214295821863,4.29240827895462,0.274389046358936
"YAF012","YCL037C;YPL127C","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",2,31,10,546,0.141422677396116,3.50974394764857,0.18941679868439
"YAF012","YCL059C;YJL080C","SUPERFAMILY","SSF54791","Eukaryotic type KH-domain (KH-domain type I)","K Homology domain, type 1 superfamily",2,31,2,554,0.0170311105865773,17.6075273504082,0.162089316394738
"YAF012","YDL213C;YDR381W;YER165W;YHL034C;YNL175C;YOL041C;YOL144W;YPL043W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",8,25,18,538,3.11901613241955e-05,9.47925799576026,0.00461614387598094
"YAF012","YDR099W","SUPERFAMILY","SSF48445","14-3-3 protein","14-3-3 domain superfamily",1,32,2,554,0.159095227450707,8.5794457163409,0.20217422480975
"YAF012","YDR120C","SUPERFAMILY","SSF53335","S-adenosyl-L-methionine-dependent methyltransferases","S-adenosyl-L-methionine-dependent methyltransferase",1,32,7,549,0.37130531253752,2.44538109448588,0.393929650577441
"YAF012","YDR174W","SUPERFAMILY","SSF47095","HMG-box","High mobility group box domain superfamily",1,32,2,554,0.159095227450707,8.5794457163409,0.20217422480975
"YAF012","YDR496C;YGL049C;YGR162W;YJL109C","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",4,29,27,529,0.087648245244548,2.69553254824878,0.162089316394738
"YAF012","YER151C","SUPERFAMILY","SSF54001","Cysteine proteinases","Papain-like cysteine peptidase superfamily",1,32,1,555,0.109005231973944,17.0933545867108,0.162089316394738
"YAF012","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,32,1,555,0.109005231973944,17.0933545867108,0.162089316394738
"YAF012","YFR037C","SUPERFAMILY","SSF46689","Homeodomain-like","Homeobox-like domain superfamily",1,32,1,555,0.109005231973944,17.0933545867108,0.162089316394738
"YAF012","YFR037C","SUPERFAMILY","SSF57850","RING/U-box","-",1,32,1,555,0.109005231973944,17.0933545867108,0.162089316394738
"YAF012","YGL049C;YGR162W","SUPERFAMILY","SSF101489","Eukaryotic initiation factor 4f subunit eIF4g, eIF4e-binding domain","eIF4G, eIF4e-binding domain superfamily",2,31,2,554,0.0170311105865773,17.6075273504082,0.162089316394738
"YAF012","YHR089C","SUPERFAMILY","SSF50447","Translation proteins","Translation protein, beta-barrel domain superfamily",1,32,10,546,0.472627319378273,1.70429671227006,0.490869075564802
"YAF012","YLR196W;YNL253W","SUPERFAMILY","SSF50978","WD40 repeat-like","WD40-repeat-containing domain superfamily",2,31,19,537,0.331470420447034,1.82096853679195,0.354206658672643
"YAF012","YLR432W;YML056C","SUPERFAMILY","SSF51412","Inosine monophosphate dehydrogenase (IMPDH)","-",2,31,2,554,0.0170311105865773,17.6075273504082,0.162089316394738
"YAF012","YLR432W;YML056C","SUPERFAMILY","SSF54631","CBS-domain pair","-",2,31,3,553,0.027392482072964,11.7580612139399,0.162089316394738
"YAF012","YMR229C","SUPERFAMILY","SSF48452","TPR-like","Tetratricopeptide-like helical domain superfamily",1,32,10,546,0.472627319378273,1.70429671227006,0.490869075564802
"YAF012","YMR229C","SUPERFAMILY","SSF50249","Nucleic acid-binding proteins","Nucleic acid-binding, OB-fold",1,32,14,542,0.583401054055323,1.20939616947811,0.595471420690951
"YAF012","YNL138W","SUPERFAMILY","SSF101278","N-terminal domain of adenylylcyclase associated protein, CAP","Adenylate cyclase-associated CAP, N-terminal  domain superfamily",1,32,1,555,0.109005231973944,17.0933545867108,0.162089316394738
