"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF035","YAL043C","Pfam","PF11935","Domain of unknown function (DUF3453)","Symplekin/Pta1, N-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YDL143W;YJR064W","Pfam","PF00118","TCP-1/cpn60 chaperonin family","Chaperonin Cpn60/TCP-1 family",2,25,4,200,0.146965908311963,3.96283352803791,0.373370139642513
"YAF035","YDR347W","Pfam","PF02777","Iron/manganese superoxide dismutases, C-terminal domain","Manganese/iron superoxide dismutase, C-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YDR375C;YLL026W","Pfam","PF00004","ATPase family associated with various cellular activities (AAA)","ATPase, AAA-type, core",2,25,5,199,0.191200806362932,3.1605017786824,0.373370139642513
"YAF035","YDR375C","Pfam","PF08740","BCS1 N terminal","BCS1, N-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YER110C","Pfam","PF03810","Importin-beta N-terminal domain","Importin-beta, N-terminal domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YER165W","Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RNA recognition motif domain",1,26,3,201,0.393873199836846,2.56226135467629,0.441256441922482
"YAF035","YER165W","Pfam","PF00658","Poly-adenylate binding protein, unique domain","Polyadenylate-binding protein/Hyperplastic disc protein",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF03159","XRN 5'-3' exonuclease N-terminus","Putative 5-3 exonuclease",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF17846","Xrn1 helical domain","Xrn1, helical domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF18129","Xrn1 SH3-like domain","5'-3' exoribonuclease 1, SH3-like domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF18194","Exoribonuclease 1 Domain-3","Exoribonuclease 1, domain 3",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF18332","Exoribonuclease Xrn1 D1 domain","Xrn1, D1 domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL173C","Pfam","PF18334","Exoribonuclease Xrn1 D2/D3 domain","Exoribonuclease Xrn1, D2/D3 domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL245W","Pfam","PF00749","tRNA synthetases class I (E and Q), catalytic domain","Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGL245W","Pfam","PF03950","tRNA synthetases class I (E and Q), anti-codon binding domain","Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YGR254W","Pfam","PF00113","Enolase, C-terminal TIM barrel domain","Enolase, C-terminal TIM barrel domain",1,26,2,202,0.312453181904482,3.84843182468743,0.373370139642513
"YAF035","YGR254W","Pfam","PF03952","Enolase, N-terminal domain","Enolase, N-terminal",1,26,2,202,0.312453181904482,3.84843182468743,0.373370139642513
"YAF035","YJL034W;YJR045C;YLL024C;YPL106C","Pfam","PF00012","Hsp70 protein","Heat shock protein 70 family",4,23,6,198,0.0192069084799981,5.66568363418053,0.373370139642513
"YAF035","YKL018W","Pfam","PF00400","WD domain, G-beta repeat","WD40 repeat",1,26,6,198,0.586195761394989,1.26780414811095,0.615092735548263
"YAF035","YKL080W","Pfam","PF03223","V-ATPase subunit C","ATPase, V1 complex, subunit C",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YKR002W","Pfam","PF01909","Nucleotidyltransferase domain","Polymerase, nucleotidyl transferase domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YKR002W","Pfam","PF04926","Poly(A) polymerase predicted RNA binding domain","Poly(A) polymerase, RNA-binding domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YKR002W","Pfam","PF04928","Poly(A) polymerase central domain","Poly(A) polymerase, central domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLL026W","Pfam","PF02861","Clp amino terminal domain, pathogenicity island component","Clp,  repeat (R) domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLL026W","Pfam","PF07724","AAA domain (Cdc48 subfamily)","ATPase, AAA-type, core",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLL026W","Pfam","PF10431","C-terminal, D2-small domain, of ClpB protein","Clp ATPase, C-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLL026W","Pfam","PF17871","AAA lid domain","ClpA/ClpB, AAA lid domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR058C","Pfam","PF00464","Serine hydroxymethyltransferase","Serine hydroxymethyltransferase-like domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR153C","Pfam","PF00501","AMP-binding enzyme","AMP-dependent synthetase/ligase",1,26,2,202,0.312453181904482,3.84843182468743,0.373370139642513
"YAF035","YLR153C","Pfam","PF13193","AMP-binding enzyme C-terminal domain","AMP-binding enzyme, C-terminal domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR153C","Pfam","PF16177","Acetyl-coenzyme A synthetase N-terminus","Acetyl-coenzyme A synthetase, N-terminal domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR180W","Pfam","PF00438","S-adenosylmethionine synthetase, N-terminal domain","S-adenosylmethionine synthetase, N-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR180W","Pfam","PF02772","S-adenosylmethionine synthetase, central domain","S-adenosylmethionine synthetase, central domain",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR180W","Pfam","PF02773","S-adenosylmethionine synthetase, C-terminal domain","S-adenosylmethionine synthetase, C-terminal",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
"YAF035","YLR432W","Pfam","PF00478","IMP dehydrogenase / GMP reductase domain","IMP dehydrogenase/GMP reductase",1,26,1,203,0.220553359683795,7.68048082744217,0.373370139642513
