"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF039","YBL047C","SMART","SM00027","eh_3","EH domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YBL047C","SMART","SM00054","efh_1","EF-hand domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YBL047C","SMART","SM00165","uba_6","Ubiquitin-associated domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YBR079C","SMART","SM00088","PINT_4","Proteasome component (PCI) domain",1,24,2,144,0.379485958195175,2.97317585049561,0.405634283936538
"YAF039","YBR079C","SMART","SM00753","motif in proteasome subunits, Int-6, Nip-1 and TRIP-15","-",1,24,2,144,0.379485958195175,2.97317585049561,0.405634283936538
"YAF039","YBR218C;YNR016C","SMART","SM00878","Biotin_carb_C_2","Biotin carboxylase, C-terminal",2,23,2,144,0.102470760960878,6.15291950013687,0.337038190611365
"YAF039","YCL037C","SMART","SM00715","la","La-type HTH domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YDL195W","SMART","SM00320","WD40_4","WD40 repeat",1,24,4,142,0.550892567262305,1.47532189586419,0.563942475793053
"YAF039","YDR129C","SMART","SM00033","ch_5","Calponin homology domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YER110C","SMART","SM00913","IBN_N_2","Importin-beta, N-terminal domain",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YER110C;YGL195W","SMART","SM01349","TOG_3","TOG domain",2,23,2,144,0.102470760960878,6.15291950013687,0.337038190611365
"YAF039","YER165W","SMART","SM00360","rrm1_1","RNA recognition motif domain",1,24,6,140,0.676327830513249,0.972377558021813,0.680829180466748
"YAF039","YER165W","SMART","SM00361","rrm2_1","RNA recognition motif domain, eukaryote",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YER165W","SMART","SM00517","poly_2","Polyadenylate-binding protein/Hyperplastic disc protein",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
"YAF039","YGR162W","SMART","SM00543","if4_15","MIF4G-like, type 3",1,24,1,145,0.271757825937393,5.94000639706731,0.337038190611365
