"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF031","YAL035W;YOR133W","Pfam","PF00009","Elongation factor Tu GTP binding domain","Translational (tr)-type GTP-binding domain",2,138,6,638,0.432723383034815,1.54009282734529,0.539303427110476
"YAF031","YAL035W;YOR133W","Pfam","PF03144","Elongation factor Tu domain 2","Translation elongation factor EFTu-like, domain 2",2,138,6,638,0.432723383034815,1.54009282734529,0.539303427110476
"YAF031","YAL035W","Pfam","PF11987","Translation-initiation factor 2","Translation initiation factor IF- 2, domain 3",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YAL036C","Pfam","PF01926","50S ribosome-binding GTPase","GTP binding domain",1,139,5,639,0.694083390026855,0.919546997797889,0.722841058574316
"YAF031","YAL036C;YIL078W","Pfam","PF02824","TGS domain","TGS",2,138,2,642,0.148392918619756,4.63910515664282,0.539303427110476
"YAF031","YAL036C","Pfam","PF16897","C-terminal region of MMR_HSR1 domain","GTP binding protein, second domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YAL038W","Pfam","PF00224","Pyruvate kinase, barrel domain","Pyruvate kinase, barrel",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YAL038W","Pfam","PF02887","Pyruvate kinase, alpha/beta domain","Pyruvate kinase, C-terminal",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBL076C;YGR094W;YPL160W","Pfam","PF00133","tRNA synthetases class I (I, L, M and V)","Aminoacyl-tRNA synthetase, class Ia",3,137,3,641,0.0735879186538028,4.66563483872181,0.539303427110476
"YAF031","YBL076C;YGR094W;YPL160W","Pfam","PF08264","Anticodon-binding domain of tRNA ligase","Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",3,137,3,641,0.0735879186538028,4.66563483872181,0.539303427110476
"YAF031","YBR080C;YLL026W","Pfam","PF00004","ATPase family associated with various cellular activities (AAA)","ATPase, AAA-type, core",2,138,12,632,0.745132008435222,0.763528231465236,0.768449769478048
"YAF031","YBR080C","Pfam","PF02933","Cell division protein 48 (CDC48), domain 2","CDC48, domain 2",1,139,2,642,0.446207218519592,2.3062360622653,0.539303427110476
"YAF031","YBR080C","Pfam","PF17862","AAA+ lid domain","AAA ATPase, AAA+ lid domain",1,139,7,637,0.794333975522582,0.654987895286334,0.809620127628859
"YAF031","YBR084W;YGR204W","Pfam","PF00763","Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain","Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",2,138,3,641,0.21915563261305,3.09071400061693,0.539303427110476
"YAF031","YBR084W;YGR204W","Pfam","PF01268","Formate--tetrahydrofolate ligase","Formate-tetrahydrofolate ligase, FTHFS",2,138,2,642,0.148392918619756,4.63910515664282,0.539303427110476
"YAF031","YBR084W;YGR204W","Pfam","PF02882","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",2,138,3,641,0.21915563261305,3.09071400061693,0.539303427110476
"YAF031","YBR115C","Pfam","PF00501","AMP-binding enzyme","AMP-dependent synthetase/ligase",1,139,3,641,0.545478651819537,1.53620777510767,0.603690179588338
"YAF031","YBR115C","Pfam","PF00550","Phosphopantetheine attachment site","Phosphopantetheine binding ACP domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR115C","Pfam","PF07993","Male sterility protein","Fatty acyl-coenzyme A reductase, NAD-binding domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR121C;YIL078W;YPR033C","Pfam","PF03129","Anticodon binding domain","Anticodon-binding",3,137,4,640,0.112318660028564,3.49594299653522,0.539303427110476
"YAF031","YBR196C","Pfam","PF00342","Phosphoglucose isomerase","Phosphoglucose isomerase (PGI)",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR208C;YBR218C;YNR016C","Pfam","PF00289","Biotin carboxylase, N-terminal domain","Biotin carboxylase-like, N-terminal domain",3,137,3,641,0.0735879186538028,4.66563483872181,0.539303427110476
"YAF031","YBR208C;YBR218C;YNR016C","Pfam","PF00364","Biotin-requiring enzyme","Biotin/lipoyl attachment",3,137,4,640,0.112318660028564,3.49594299653522,0.539303427110476
"YAF031","YBR208C","Pfam","PF01425","Amidase","Amidase signature domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR208C","Pfam","PF02626","Carboxyltransferase domain, subdomain A and B","Carboxyltransferase domain, subdomain A and B",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR208C","Pfam","PF02682","Carboxyltransferase domain, subdomain C and D","Carboxyltransferase domain, subdomain C and D",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR208C;YBR218C;YNR016C","Pfam","PF02785","Biotin carboxylase C-terminal domain","Biotin carboxylase, C-terminal",3,137,3,641,0.0735879186538028,4.66563483872181,0.539303427110476
"YAF031","YBR208C;YBR218C;YJR109C;YNR016C","Pfam","PF02786","Carbamoyl-phosphate synthase L chain, ATP binding domain","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",4,136,5,639,0.0589078633412365,3.74999558805894,0.539303427110476
"YAF031","YBR218C;YOR108W","Pfam","PF00682","HMGL-like","Pyruvate carboxyltransferase",2,138,3,641,0.21915563261305,3.09071400061693,0.539303427110476
"YAF031","YBR218C","Pfam","PF02436","Conserved carboxylase domain","Carboxylase, conserved domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR248C;YMR217W","Pfam","PF00117","Glutamine amidotransferase class-I","Glutamine amidotransferase",2,138,5,639,0.363787821418319,1.85040255811703,0.539303427110476
"YAF031","YBR248C","Pfam","PF00977","Histidine biosynthesis protein","Histidine biosynthesis protein",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YBR263W;YLR058C","Pfam","PF00464","Serine hydroxymethyltransferase","Serine hydroxymethyltransferase-like domain",2,138,2,642,0.148392918619756,4.63910515664282,0.539303427110476
"YAF031","YCL030C","Pfam","PF00815","Histidinol dehydrogenase","Histidinol dehydrogenase",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YCL030C","Pfam","PF01502","Phosphoribosyl-AMP cyclohydrolase","Phosphoribosyl-AMP cyclohydrolase domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YCL030C","Pfam","PF01503","Phosphoribosyl-ATP pyrophosphohydrolase","Phosphoribosyl-ATP pyrophosphohydrolase-like",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YCL037C","Pfam","PF05383","La domain","La-type HTH domain",1,139,1,643,0.325442437511403,4.61295739229936,0.539303427110476
"YAF031","YCL043C","Pfam","PF00085","Thioredoxin","Thioredoxin domain",1,139,2,642,0.446207218519592,2.3062360622653,0.539303427110476
