"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF044","YAL038W","SUPERFAMILY","SSF50800","PK beta-barrel domain-like","Pyruvate kinase-like, insert domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YAL038W","SUPERFAMILY","SSF51621","Phosphoenolpyruvate/pyruvate domain","Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YAL038W","SUPERFAMILY","SSF52935","PK C-terminal domain-like","Pyruvate kinase, C-terminal domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YCR012W","SUPERFAMILY","SSF53748","Phosphoglycerate kinase","Phosphoglycerate kinase superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YDL192W;YJR121W;YLR249W;YLR293C;YOR133W","SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases","P-loop containing nucleoside triphosphate hydrolase",5,17,14,134,0.0767600440796802,2.79260535835753,0.413747882133536
"YAF044","YDR050C","SUPERFAMILY","SSF51351","Triosephosphate isomerase (TIM)","Triosephosphate isomerase superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YER165W","SUPERFAMILY","SSF54928","RNA-binding domain, RBD","RNA-binding domain superfamily",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YER165W","SUPERFAMILY","SSF63570","PABC (PABP) domain","PABC (PABP) domain",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YGR285C","SUPERFAMILY","SSF46565","Chaperone J-domain","Chaperone J-domain superfamily",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YHR174W","SUPERFAMILY","SSF51604","Enolase C-terminal domain-like","Enolase-like, C-terminal domain superfamily",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YHR174W","SUPERFAMILY","SSF54826","Enolase N-terminal domain-like","Enolase-like, N-terminal",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YJL034W;YLL024C;YNL209W","SUPERFAMILY","SSF100920","Heat shock protein 70kD (HSP70), peptide-binding domain","Heat shock protein 70kD, peptide-binding domain superfamily",3,19,5,143,0.0687484374706093,4.45389238344808,0.413747882133536
"YAF044","YJL034W;YLL024C;YNL209W","SUPERFAMILY","SSF100934","Heat shock protein 70kD (HSP70), C-terminal subdomain","Heat shock protein 70kD, C-terminal domain superfamily",3,19,5,143,0.0687484374706093,4.45389238344808,0.413747882133536
"YAF044","YJL034W;YLL024C;YNL209W","SUPERFAMILY","SSF53067","Actin-like ATPase domain","ATPase, nucleotide binding domain",3,19,7,141,0.123515535180674,3.14998492801912,0.413747882133536
"YAF044","YJR121W","SUPERFAMILY","SSF47917","C-terminal domain of alpha and beta subunits of F1 ATP synthase","-",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YJR121W","SUPERFAMILY","SSF50615","N-terminal domain of alpha and beta subunits of F1 ATP synthase","ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YKL152C","SUPERFAMILY","SSF53254","Phosphoglycerate mutase-like","Histidine phosphatase superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YKL182W;YPL231W","SUPERFAMILY","SSF52151","FabD/lysophospholipase-like","Acyl transferase/acyl hydrolase/lysophospholipase",2,20,2,146,0.0818229187291966,7.15176116753325,0.413747882133536
"YAF044","YKL182W","SUPERFAMILY","SSF54637","Thioesterase/thiol ester dehydrase-isomerase","HotDog domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YLL050C","SUPERFAMILY","SSF55753","Actin depolymerizing proteins","-",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YLR249W","SUPERFAMILY","SSF48371","ARM repeat","Armadillo-type fold",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YLR355C","SUPERFAMILY","SSF48179","6-phosphogluconate dehydrogenase C-terminal domain-like","6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YLR355C;YPL231W","SUPERFAMILY","SSF51735","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding domain superfamily",2,20,6,142,0.276628855294254,2.35081253391049,0.413747882133536
"YAF044","YNR016C","SUPERFAMILY","SSF51230","Single hybrid motif","Single hybrid motif",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YNR016C","SUPERFAMILY","SSF51246","Rudiment single hybrid motif","Rudiment single hybrid motif",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YNR016C","SUPERFAMILY","SSF52096","ClpP/crotonase","ClpP/crotonase-like domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YNR016C","SUPERFAMILY","SSF52440","PreATP-grasp domain","Pre-ATP-grasp domain superfamily",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YNR016C","SUPERFAMILY","SSF56059","Glutathione synthetase ATP-binding domain-like","-",1,21,2,146,0.341907413853115,3.43824971006313,0.413747882133536
"YAF044","YOR133W","SUPERFAMILY","SSF50447","Translation proteins","Translation protein, beta-barrel domain superfamily",1,21,4,144,0.50432965879998,1.70776867201184,0.519359350618523
"YAF044","YOR133W","SUPERFAMILY","SSF54211","Ribosomal protein S5 domain 2-like","Ribosomal protein S5 domain 2-type fold",1,21,4,144,0.50432965879998,1.70776867201184,0.519359350618523
"YAF044","YOR133W","SUPERFAMILY","SSF54980","EF-G C-terminal domain-like","EF-G domain III/V-like",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YOR341W","SUPERFAMILY","SSF64484","beta and beta-prime subunits of DNA dependent RNA-polymerase","-",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YPL127C","SUPERFAMILY","SSF46785","Winged helix DNA-binding domain","Winged helix DNA-binding domain superfamily",1,21,4,144,0.50432965879998,1.70776867201184,0.519359350618523
"YAF044","YPL231W","SUPERFAMILY","SSF53901","Thiolase-like","Thiolase-like",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YPL231W","SUPERFAMILY","SSF56214","4'-phosphopantetheinyl transferase","4'-phosphopantetheinyl transferase domain superfamily",1,21,1,147,0.242742777584407,6.86192303998524,0.413747882133536
"YAF044","YAL038W","TIGRFAM","TIGR01064","pyruv_kin: pyruvate kinase","Pyruvate kinase",1,10,1,48,0.335593220338983,4.62407725165541,0.413747882133536
"YAF044","YDL192W;YLR293C;YOR133W","TIGRFAM","TIGR00231","small_GTP: small GTP-binding protein domain","Small GTP-binding protein domain",3,8,4,45,0.107729141673588,4.0830149215995,0.413747882133536
