"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",14,14,14,82,16.461,150,30.1307501180881,30.4891280006617,30.0008840638643,29.678469124973,34.7680134806655,35.3528115960486,35.3637842083662,35.3186771551629,35.8706886044629,35.6205291216138,35.9338342086571,35.8022222613754,30.1307501180881,30.4891280006617,30.0008840638643,29.678469124973,34.7680134806655,35.3528115960486,35.3637842083662,35.3186771551629,35.8706886044629,35.6205291216138,35.9338342086571,35.8022222613754,30.0748078268968,35.2008216100608,35.8068185490273,4,4,4,5.37463631087964e-07,0.0171189586335828,6.26965091811412,1.76652265750023,-5.12601378316405,-0.605996938966491,FALSE,FALSE
"EFB1","YAL003W","EFB1",5,5,5,36.9,22.627,206,23.4508588483607,NA,NA,NA,24.8443621217909,24.3032668160279,24.9089858858094,23.9575718285882,24.308067339244,24.7830177988021,24.2557311102762,24.2928456551615,23.4508588483607,21.5313550634942,21.3542100866167,21.4841153997701,24.8443621217909,24.3032668160279,24.9089858858094,23.9575718285882,24.308067339244,24.7830177988021,24.2557311102762,24.2928456551615,21.9551348495604,24.5035466630541,24.409915475871,1,4,4,0.00871552803875918,0.733647796647525,2.05970629560249,0.13451238243062,-2.54841181349368,0.0936311871831457,FALSE,FALSE
"SSA1","YAL005C","SSA1",21,7,7,48.9,69.656,642,26.6677675280943,26.3466511521186,26.6857880024593,26.6448519695549,25.9316587349466,26.2457575250365,26.3328918434935,25.9502917520107,27.1082902622052,26.5327599352754,27.1064942518249,26.7152871271145,26.6677675280943,26.3466511521186,26.6857880024593,26.6448519695549,25.9316587349466,26.2457575250365,26.3328918434935,25.9502917520107,27.1082902622052,26.5327599352754,27.1064942518249,26.7152871271145,26.5862646630568,26.1151499638718,26.865707894105,4,4,4,0.012126151823342,0.00686594653303139,1.91627699855966,2.1632995828648,0.47111469918498,-0.750557930233178,FALSE,FALSE
"CYS3","YAL012W","CYS3",5,5,5,17.3,42.542,394,23.6473521415506,24.0589542256766,23.3209977127781,23.6399765528078,23.5849725903347,23.0843036447777,24.0537442926651,22.8369964927455,23.0591523277754,23.7957051785344,22.971619328476,23.4961906217612,23.6473521415506,24.0589542256766,23.3209977127781,23.6399765528078,23.5849725903347,23.0843036447777,24.0537442926651,22.8369964927455,23.0591523277754,23.7957051785344,22.971619328476,23.4961906217612,23.6668201582033,23.3900042551308,23.3306668641367,4,4,4,0.415010706341014,0.8647111689488,0.38194069932442,0.0631289314701895,0.276815903072492,0.059337390994024,FALSE,FALSE
"FUN12","YAL035W","FUN12",11,11,11,15.6,112.27,1002,24.8065622082571,24.6190212411038,24.8383629820572,24.7331928696102,25.3331990359089,25.434790077097,25.3457041023086,25.1848393336652,24.8663681095354,25.1224204355371,25.1518598247834,25.2192255483204,24.8065622082571,24.6190212411038,24.8383629820572,24.7331928696102,25.3331990359089,25.434790077097,25.3457041023086,25.1848393336652,24.8663681095354,25.1224204355371,25.1518598247834,25.2192255483204,24.7492848252571,25.324633137245,25.0899684795441,4,4,4,0.000194465092243344,0.0507337081489141,3.71115834604363,1.2947033937489,-0.575348311987888,0.234664657700879,FALSE,FALSE
"RBG1","YAL036C","RBG1",5,5,5,17.1,40.701,369,25.1616178346177,24.0246216173399,24.9849406102463,24.9324699720657,NA,NA,22.3710321373152,22.2426938142889,NA,22.8123128589706,NA,NA,25.1616178346177,24.0246216173399,24.9849406102463,24.9324699720657,21.0496014784465,20.9819957405163,22.3710321373152,22.2426938142889,20.9789723875724,22.8123128589706,21.3643005542469,21.0913198145928,24.7759125085674,21.6613307926417,21.5617264038457,4,2,1,0.000785006676543995,0.866136456167555,3.10512664953005,0.062413681317419,3.11458171592568,0.0996043887960347,TRUE,FALSE
"CDC19","YAL038W","CDC19",15,15,15,42.2,54.544,500,30.1148317544568,30.4427282128588,30.1358951682654,30.0977316519703,29.9089916102332,29.4614090326992,30.2678519571886,29.4784823164497,29.9622357055711,30.0165097958599,29.3838715940869,29.6526677580314,30.1148317544568,30.4427282128588,30.1358951682654,30.0977316519703,29.9089916102332,29.4614090326992,30.2678519571886,29.4784823164497,29.9622357055711,30.0165097958599,29.3838715940869,29.6526677580314,30.1977966968878,29.7791837291427,29.7538212133873,4,4,4,0.115778561965296,0.920395181694708,0.936371848916869,0.0360256635462864,0.418612967745148,0.0253625157553756,FALSE,FALSE
"ADE1","YAR015W","ADE1",3,3,3,12.1,34.603,306,NA,NA,NA,NA,NA,21.8595029383246,22.3179932742212,NA,22.0402602853966,23.2916518652375,21.8448697032871,21.993448429896,20.6578891576136,21.6412625468249,21.2682665014051,21.1834740523396,20.8409324485402,21.8595029383246,22.3179932742212,20.8446810419738,22.0402602853966,23.2916518652375,21.8448697032871,21.993448429896,21.1877230645458,21.4657774257649,22.2925575709543,0,2,4,0.542455472686846,0.15033460011113,0.265635904963398,0.822941053292107,-0.278054361219148,-0.826780145189367,FALSE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,27.2043383017607,27.1301609423214,27.3265456548506,27.318982811321,28.610239125011,28.5817227829993,28.4797739743642,28.3975838334504,28.5653267031354,28.7541712650807,28.782224245746,28.4353545631074,27.2043383017607,27.1301609423214,27.3265456548506,27.318982811321,28.610239125011,28.5817227829993,28.4797739743642,28.3975838334504,28.5653267031354,28.7541712650807,28.782224245746,28.4353545631074,27.2450069275634,28.5173299289562,28.6342691942674,4,4,4,1.51657589074862e-06,0.275853946457636,5.81913585234396,0.559320798501549,-1.2723230013928,-0.116939265311167,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",2,2,2,32.6,13.989,132,NA,NA,NA,NA,26.5866341205192,NA,26.2759710107864,27.183098319448,26.9743223303014,26.2936526591576,26.5264305843608,26.1151543301662,21.0490703101534,21.4366414870939,21.1488055844791,21.1087748619958,26.5866341205192,20.8473213984787,26.2759710107864,27.183098319448,26.9743223303014,26.2936526591576,26.5264305843608,26.1151543301662,21.1858230609305,25.2232562123081,26.4773899759965,0,3,4,0.0707704688396206,0.457937575119095,1.1501479272747,0.339193719876181,-4.03743315137752,-1.2541337636884,FALSE,FALSE
