"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"VAR1","Q0140","VAR1",5,5,5,13.8,47.123,398,23.3311498498617,23.7143964613991,23.5760017217304,23.5067598634713,NA,NA,NA,NA,NA,NA,NA,NA,23.3311498498617,23.7143964613991,23.5760017217304,23.5067598634713,21.6450454397482,21.3852309133276,21.9290478008565,21.288808572217,21.8909017271881,22.1805893435982,21.6190692738668,21.0359427913043,23.5320769741156,21.5620331815373,21.6816257839894,4,0,0,0.000107318313853395,0.690648961829779,3.96932615942461,0.160742636674726,1.97004379257832,-0.119592602452038,TRUE,NA
"RNaseA","RNaseA","RNaseA",13,13,13,82,16.461,150,30.5589200535134,30.6695763595491,30.0740585921754,29.8120857458562,35.9317006459541,35.2576468905024,35.7513485011627,35.1829770088602,35.9930874332001,36.3557840758835,35.6232575720845,35.9631620913801,30.5589200535134,30.6695763595491,30.0740585921754,29.8120857458562,35.9317006459541,35.2576468905024,35.7513485011627,35.1829770088602,35.9930874332001,36.3557840758835,35.6232575720845,35.9631620913801,30.2786601877735,35.5309182616198,35.9838227931371,4,4,4,1.40401176203383e-06,0.106502703639103,5.85262925391206,0.972639367242712,-5.2522580738463,-0.452904531517227,FALSE,FALSE
"EFB1","YAL003W","EFB1",7,7,7,53.4,22.627,206,26.8543610737781,24.3519162219771,24.8446973371439,24.1896351676355,26.6813709710042,27.7965594266559,25.6796003648966,27.0059241453215,26.6857880024593,25.8302122771772,27.3034758669193,26.884135110267,26.8543610737781,24.3519162219771,24.8446973371439,24.1896351676355,26.6813709710042,27.7965594266559,25.6796003648966,27.0059241453215,26.6857880024593,25.8302122771772,27.3034758669193,26.884135110267,25.0601524501337,26.7908637269696,26.6759028142057,4,4,4,0.0661736179848437,0.838258684473332,1.17931512003528,0.0766219385262714,-1.7307112768359,0.114960912763856,FALSE,FALSE
"SSA1","YAL005C","SSA1",21,5,5,53.3,69.656,642,27.1673913461993,27.3666137006023,27.3807172146996,27.2227853236185,26.6928538426858,26.8980451814606,26.6386515610959,27.064351026623,26.9759626886826,27.0724494532764,26.8621876483485,26.9293125953838,27.1673913461993,27.3666137006023,27.3807172146996,27.2227853236185,26.6928538426858,26.8980451814606,26.6386515610959,27.064351026623,26.9759626886826,27.0724494532764,26.8621876483485,26.9293125953838,27.2843768962799,26.8234754029663,26.9599780964228,4,4,4,0.0106130780823923,0.269641200086976,1.97415864057315,0.569213748622729,0.460901493313607,-0.136502693456507,FALSE,FALSE
"CYS3","YAL012W","CYS3",4,4,4,11.2,42.542,394,25.2956506821297,23.2070524619915,23.9401988744676,22.7475128219291,24.1586935037741,25.4557889967385,23.4359347199364,24.0070156288529,23.1771555005587,23.5880649398777,24.5884653151369,23.2638468523811,25.2956506821297,23.2070524619915,23.9401988744676,22.7475128219291,24.1586935037741,25.4557889967385,23.4359347199364,24.0070156288529,23.1771555005587,23.5880649398777,24.5884653151369,23.2638468523811,23.7976037101295,24.2643582123255,23.6543831519886,4,4,4,0.531946178874243,0.30103376295364,0.274132306427436,0.521384792638224,-0.466754502196018,0.609975060336886,FALSE,FALSE
"FUN12","YAL035W","FUN12",12,12,12,15.1,112.27,1002,26.0906931434059,25.0096659923508,26.5714084816694,26.678284417021,25.7018690588236,25.8696190688582,25.9448298204631,26.0163982121475,25.9976146936156,25.9405797544744,26.0282942640119,26.3962858400823,26.0906931434059,25.0096659923508,26.5714084816694,26.678284417021,25.7018690588236,25.8696190688582,25.9448298204631,26.0163982121475,25.9976146936156,25.9405797544744,26.0282942640119,26.3962858400823,26.0875130086118,25.8831790400731,26.0906936380461,4,4,4,0.63227703075867,0.151969866357619,0.199092594868663,0.818242518449952,0.204333968538648,-0.207514597972956,FALSE,FALSE
"RBG1","YAL036C","RBG1",6,6,6,19.2,40.701,369,24.032546217049,26.1298859112661,26.1067937421987,26.2572428034444,NA,21.9653263253744,21.8479305579444,22.2673662157088,NA,NA,21.9895732844004,22.3866129772416,24.032546217049,26.1298859112661,26.1067937421987,26.2572428034444,22.5815827128871,21.9653263253744,21.8479305579444,22.2673662157088,21.7905977057724,21.4797493847337,21.9895732844004,22.3866129772416,25.6316171684896,22.1655514529787,21.9116333380371,4,3,2,0.00499349025449853,0.351894339030351,2.30159579337384,0.453587719659995,3.46606571551089,0.253918114941627,TRUE,FALSE
"CDC19","YAL038W","CDC19",17,17,17,50.6,54.544,500,31.2586159009771,29.8455051255188,30.0979827519693,29.6541882818135,30.4873080485047,31.2511277989185,29.3424014796358,30.1048709309688,29.9012428814196,29.7226500393831,30.663396696999,29.7063391597099,31.2586159009771,29.8455051255188,30.0979827519693,29.6541882818135,30.4873080485047,31.2511277989185,29.3424014796358,30.1048709309688,29.9012428814196,29.7226500393831,30.663396696999,29.7063391597099,30.2140730150697,30.2964270645069,29.9984071943779,4,4,4,0.882992090989224,0.544627449007484,0.0540431864055801,0.263900474174766,-0.0823540494372281,0.29801987012905,FALSE,FALSE
"ADE1","YAR015W","ADE1",6,6,6,21.9,34.603,306,24.8598441309361,22.994519178147,22.7947141123136,NA,23.2386181551478,25.1467035293264,NA,23.1187028607987,NA,NA,23.1297326569318,NA,24.8598441309361,22.994519178147,22.7947141123136,21.4342573240875,23.2386181551478,25.1467035293264,22.1957130154229,23.1187028607987,21.6592770732563,21.4478006791767,23.1297326569318,21.0041963709412,23.020833686371,23.424934390174,21.8102516950765,3,3,1,0.681845283238221,0.0852291093743788,0.166314159447078,1.06941204981639,-0.404100703802932,1.61468269509746,FALSE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,29.3469934591034,29.6261702226803,29.3692582309954,30.0432259155873,29.5720485119128,30.0595628903006,30.7593875939415,30.3894624066389,30.0955955355939,30.5046476548055,29.8732177846632,29.8968333902625,29.3469934591034,29.6261702226803,29.3692582309954,30.0432259155873,29.5720485119128,30.0595628903006,30.7593875939415,30.3894624066389,30.0955955355939,30.5046476548055,29.8732177846632,29.8968333902625,29.5964119570916,30.1951153506984,30.0925735913313,4,4,4,0.100885469348593,0.739808238613386,0.996171381197805,0.130880836626451,-0.598703393606822,0.102541759367188,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",2,2,2,32.6,13.989,132,25.3455010821557,25.3949621541139,25.9564422746248,25.6821214812238,27.1049958666728,27.2073206181527,28.5687368167188,28.3015584322808,27.1279002035899,27.8547177497965,27.5859181783474,27.0321257901071,25.3455010821557,25.3949621541139,25.9564422746248,25.6821214812238,27.1049958666728,27.2073206181527,28.5687368167188,28.3015584322808,27.1279002035899,27.8547177497965,27.5859181783474,27.0321257901071,25.5947567480296,27.7956529334563,27.4001654804602,4,4,4,0.0059588146017936,0.395176186088827,2.2248401266864,0.403209234534381,-2.20089618542671,0.395487452996051,FALSE,FALSE
"RPL19A","YBR084C-A;YBL027W","RPL19A",6,6,6,37.6,21.704,189,26.715548983008,27.1014935707665,27.5065782896191,27.6583316816978,30.1175589670664,30.3735789865325,31.0608515862691,30.5755149247213,29.7589747920297,29.8402914258778,29.6358526596201,30.3097550293503,26.715548983008,27.1014935707665,27.5065782896191,27.6583316816978,30.1175589670664,30.3735789865325,31.0608515862691,30.5755149247213,29.7589747920297,29.8402914258778,29.6358526596201,30.3097550293503,27.2454881312728,30.5318761161473,29.8862184767195,4,4,4,2.97750213692152e-05,0.0438147695227805,4.52614791815656,1.35837946846804,-3.28638798487451,0.645657639427867,FALSE,FALSE
"PET9","YBL030C;YBR085W","PET9",4,4,4,13.2,34.426,318,24.1474800903533,23.7125085286879,23.9056389363482,23.9502027434632,24.3394651180737,25.143125954885,NA,24.5620322879769,23.828808994899,NA,24.5647091188466,23.3959754548538,24.1474800903533,23.7125085286879,23.9056389363482,23.9502027434632,24.3394651180737,25.143125954885,21.6647309313229,24.5620322879769,23.828808994899,21.8255127431624,24.5647091188466,23.3959754548538,23.9289575747132,23.9273385730646,23.4037515779404,4,3,3,0.998467354379768,0.60869707774945,0.000666130136793622,0.215598783215507,0.00161900164853535,0.52358699512418,FALSE,FALSE
"URA7","YBL039C;YJR103W","URA7",10,10,10,20.4,64.71,579,25.1106416489994,24.9987339963413,25.546248970383,25.4959467378892,24.8362453348328,24.9415427082415,24.9276409005845,25.0420988589467,25.9070611923114,25.844673395773,25.0671855199912,25.540141285228,25.1106416489994,24.9987339963413,25.546248970383,25.4959467378892,24.8362453348328,24.9415427082415,24.9276409005845,25.0420988589467,25.9070611923114,25.844673395773,25.0671855199912,25.540141285228,25.2878928384032,24.9368819506514,25.5897653483259,4,4,4,0.0782483357900483,0.0391680622517829,1.10652489039346,1.40706791362381,0.351010887751855,-0.652883397674508,FALSE,FALSE
"EDE1","YBL047C","EDE1",2,2,2,2.1,150.78,1381,21.9560300994652,NA,NA,22.1117164304826,NA,21.9138229298585,NA,21.702608983761,NA,NA,21.8796086750701,22.1640758397543,21.9560300994652,22.21323067893,22.2215382727382,22.1117164304826,22.0375222512771,21.9138229298585,22.0199283477855,21.702608983761,21.9336542028615,21.7662944326996,21.8796086750701,22.1640758397543,22.125628870404,21.9184706281705,21.9359082875964,2,2,2,0.0827815078772109,0.883155708455892,1.08206666712603,0.0539627195690647,0.207158242233447,-0.0174376594258518,FALSE,FALSE
"RPS8B","YER102W;YBL072C","RPS8B",6,6,6,45,22.489,200,28.4161900964228,28.6115412123166,28.3889494483967,28.5176201941566,29.3310174064831,29.3154672237856,30.0134514062228,29.4168545014271,29.3450061008091,29.3092129277241,28.8361429833702,29.3507492707031,28.4161900964228,28.6115412123166,28.3889494483967,28.5176201941566,29.3310174064831,29.3154672237856,30.0134514062228,29.4168545014271,29.3450061008091,29.3092129277241,28.8361429833702,29.3507492707031,28.4835752378232,29.5191976344797,29.2102778206516,4,4,4,0.00574359700992266,0.19180270876889,2.24081603925785,0.717145263718667,-1.03562239665651,0.308919813828048,FALSE,FALSE
"ILS1","YBL076C","ILS1",12,12,12,12.5,122.98,1072,25.5863764222647,23.9035259047392,24.8149938852314,24.3659966404123,25.0480165048358,25.8489525841811,NA,24.0581285073385,23.5849725903347,24.5476321448869,24.9815913204885,23.9865038484642,25.5863764222647,23.9035259047392,24.8149938852314,24.3659966404123,25.0480165048358,25.8489525841811,22.0522011437537,24.0581285073385,23.5849725903347,24.5476321448869,24.9815913204885,23.9865038484642,24.6677232131619,24.2518246850273,24.2751749760436,4,3,4,0.665549954049164,0.980049856321496,0.176819342212281,0.00875183065999042,0.415898528134562,-0.0233502910162571,FALSE,FALSE
"RPL23B","YER117W;YBL087C","RPL23B",4,4,4,38,14.473,137,26.7963737635657,27.2386327315795,27.0794857604082,27.2222325668911,27.9539918695564,27.7580535003675,28.4560711067733,28.378527776303,27.9882604691491,27.7489999663338,27.5889942120778,27.668579247006,26.7963737635657,27.2386327315795,27.0794857604082,27.2222325668911,27.9539918695564,27.7580535003675,28.4560711067733,28.378527776303,27.9882604691491,27.7489999663338,27.5889942120778,27.668579247006,27.0841812056111,28.1366610632501,27.7487084736417,4,4,4,0.00311036883716417,0.101163263334861,2.50718810793548,0.994977169585999,-1.05247985763894,0.387952589608396,FALSE,FALSE
