"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",13,13,13,82,16.461,150,30.0421823748251,29.1001404097723,29.697766166625,28.8717646903354,34.251170134211,35.0568609490857,34.2077656892498,33.0081503774035,35.6248104830792,34.7508994598017,34.765101088271,35.23281467168,30.0421823748251,29.1001404097723,29.697766166625,28.8717646903354,34.251170134211,35.0568609490857,34.2077656892498,33.0081503774035,35.6248104830792,34.7508994598017,34.765101088271,35.23281467168,29.4279634103894,34.1309867874875,35.093406425708,4,4,4,0.000209147273040363,0.104382293732471,3.67954779358033,0.981373164039189,-4.70302337709803,-0.962419638220517,FALSE,FALSE
"EFB1","YAL003W","EFB1",9,9,9,62.1,22.627,206,25.689231923085,26.2868491812161,25.8246637694209,25.7203586679875,26.8997745480011,26.0750640310812,26.4773362070477,26.9698291444995,25.5951693667211,26.0688056617192,26.3347681097574,25.7960518909311,25.689231923085,26.2868491812161,25.8246637694209,25.7203586679875,26.8997745480011,26.0750640310812,26.4773362070477,26.9698291444995,25.5951693667211,26.0688056617192,26.3347681097574,25.7960518909311,25.8802758854274,26.6055009826574,25.9486987572822,4,4,4,0.0318294659144767,0.0490076314695898,1.49717064860305,1.30973628635789,-0.72522509723002,0.656802225375202,FALSE,FALSE
"SSA1","YAL005C;YER103W;YBL075C","SSA1",24,6,6,55.3,69.656,642,26.5390024574613,26.157209834279,26.4827000220983,26.0315369864791,26.2023030624167,26.3409934508282,26.3145642986436,26.3215999146656,25.7995638446617,25.9804150505163,26.3775435124395,25.9374849961584,26.5390024574613,26.157209834279,26.4827000220983,26.0315369864791,26.2023030624167,26.3409934508282,26.3145642986436,26.3215999146656,25.7995638446617,25.9804150505163,26.3775435124395,25.9374849961584,26.3026123250794,26.2948651816385,26.023751850944,4,4,4,0.954922473862272,0.114109237171802,0.0200318855267361,0.942679197909871,0.00774714344090199,0.271113330694511,FALSE,FALSE
"CYS3","YAL012W","CYS3",5,5,5,17.3,42.542,394,24.5144858029976,25.9887588730344,24.7645092034795,24.9912699414705,24.9875450670389,23.5951409047417,24.6111049680254,25.0676368815174,23.7981798695952,24.2932667570445,24.8626369792339,24.0822907024102,24.5144858029976,25.9887588730344,24.7645092034795,24.9912699414705,24.9875450670389,23.5951409047417,24.6111049680254,25.0676368815174,23.7981798695952,24.2932667570445,24.8626369792339,24.0822907024102,25.0647559552455,24.5653569553308,24.2590935770709,4,4,4,0.326869225026799,0.48377719958825,0.485625966633468,0.315354603783869,0.499398999914639,0.30626337825991,FALSE,FALSE
"FUN12","YAL035W","FUN12",9,9,9,9.8,112.27,1002,NA,23.396498170454,23.6310091526965,23.3215483072093,23.3685299071578,23.9081155091727,23.4582634148661,23.6086257226957,24.1377429037392,24.099167354356,23.7172237362,23.7690072841805,21.1498877366454,23.396498170454,23.6310091526965,23.3215483072093,23.3685299071578,23.9081155091727,23.4582634148661,23.6086257226957,24.1377429037392,24.099167354356,23.7172237362,23.7690072841805,22.8747358417513,23.5858836384731,23.930785319619,3,4,4,0.308906340575799,0.0761332831565407,0.510173177328784,1.11842544137411,-0.711147796721757,-0.344901681145885,FALSE,FALSE
"CDC19","YAL038W","CDC19",19,19,19,61.6,54.544,500,30.1120993766687,30.7077548255262,30.3755481119254,30.2036150937141,30.3691125956396,29.3166759992695,30.1714057380645,30.4151828387955,29.3748851277206,29.8385042484483,30.2240052449907,29.4658714517788,30.1120993766687,30.7077548255262,30.3755481119254,30.2036150937141,30.3691125956396,29.3166759992695,30.1714057380645,30.4151828387955,29.3748851277206,29.8385042484483,30.2240052449907,29.4658714517788,30.3497543519586,30.0680942929423,29.7258165182346,4,4,4,0.377446387301679,0.330427113830023,0.423144727087978,0.480924323023498,0.281660059016289,0.342277774707718,FALSE,FALSE
"ADE1","YAR015W","ADE1",9,9,9,34.3,34.603,306,24.1642293261144,25.2359335819786,24.3011048478536,24.5636040733076,24.3775600602386,23.4060046125764,24.1691322876419,24.4460064831535,NA,23.2331854792217,23.769814442767,22.9022013860939,24.1642293261144,25.2359335819786,24.3011048478536,24.5636040733076,24.3775600602386,23.4060046125764,24.1691322876419,24.4460064831535,22.0673988580047,23.2331854792217,23.769814442767,22.9022013860939,24.5662179573136,24.0996758609026,22.9931500415218,4,4,3,0.215634981829969,0.0473896449074508,0.66628078345123,1.32431654547474,0.466542096410972,1.10652581938077,FALSE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,26.5604879428355,26.3204296921022,27.0655840993826,26.502896493695,28.1592807694132,28.7661344263821,28.4278631316165,28.101744016916,27.9429635702323,28.3781143018531,28.3693622472495,28.232378692308,26.5604879428355,26.3204296921022,27.0655840993826,26.502896493695,28.1592807694132,28.7661344263821,28.4278631316165,28.101744016916,27.9429635702323,28.3781143018531,28.3693622472495,28.232378692308,26.6123495570038,28.363755586082,28.2307047029107,4,4,4,0.000212650093438722,0.49754573728453,3.67233442212037,0.303166990220207,-1.75140602907814,0.133050883171258,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",3,3,3,33.3,13.989,132,24.0364922530251,24.071038064363,NA,24.168673342182,25.7541712650807,26.4236460674294,26.2385051828082,25.8726748802706,25.7187659289495,26.6335334085001,26.8740830746634,26.4866944947063,24.0364922530251,24.071038064363,20.9382089463272,24.168673342182,25.7541712650807,26.4236460674294,26.2385051828082,25.8726748802706,25.7187659289495,26.6335334085001,26.8740830746634,26.4866944947063,23.3036031514743,26.0722493488972,26.4282692267048,3,4,4,0.0366394595433795,0.280210711190536,1.43605094109205,0.552515267615431,-2.76864619742294,-0.356019877807597,FALSE,FALSE
"NCL1","YBL024W","NCL1",6,6,6,10.1,77.878,684,NA,22.3040749783103,21.8932289368029,21.8030179850012,21.7678563023733,NA,NA,21.7979226994137,NA,NA,22.2155495886715,NA,21.3351669875342,22.3040749783103,21.8932289368029,21.8030179850012,21.7678563023733,20.6866347852524,20.4550809546561,21.7979226994137,21.9395216357833,21.6904795720399,22.2155495886715,21.5327745974174,21.8338722219122,21.1768736854239,21.844581348478,3,2,1,0.169224336033718,0.155843240797246,0.771537181219228,0.807312029114544,0.656998536488292,-0.667707663054131,FALSE,FALSE
"RPL19A","YBR084C-A;YBL027W","RPL19A",6,6,6,37.6,21.704,189,26.9075884470534,27.051754596856,27.1005916044721,26.8301397270758,28.2802082119419,28.5215192709888,28.1592807694132,27.0700963707464,27.9712005016501,28.4511655111402,28.5295838381656,28.4968991753328,26.9075884470534,27.051754596856,27.1005916044721,26.8301397270758,28.2802082119419,28.5215192709888,28.1592807694132,27.0700963707464,27.9712005016501,28.4511655111402,28.5295838381656,28.4968991753328,26.9725185938643,28.0077761557726,28.3622122565722,4,4,4,0.0459856259024178,0.365505205598438,1.33737789803167,0.437106433352968,-1.03525756190825,-0.354436100799592,FALSE,FALSE
"PET9","YBL030C;YBR085W","PET9",4,4,4,13.2,34.426,318,23.4970438907891,24.6049553875331,23.6383201229413,23.4221386997704,23.6934920621348,23.7030316276898,23.5461606376084,23.8483318134465,23.6830322904897,24.1188612507688,23.9063731790212,NA,23.4970438907891,24.6049553875331,23.6383201229413,23.4221386997704,23.6934920621348,23.7030316276898,23.5461606376084,23.8483318134465,23.6830322904897,24.1188612507688,23.9063731790212,21.2012096453826,23.7906145252585,23.6977540352199,23.2273690914156,4,4,3,0.761703048880934,0.540315366263675,0.118214306045692,0.267352681195534,0.092860490038607,0.470384943804305,FALSE,FALSE
"HEK2","YBL032W","HEK2",2,2,2,7.1,41.682,381,22.8461904933357,NA,22.4150877173389,21.9979677982356,NA,NA,NA,NA,NA,NA,NA,NA,22.8461904933357,20.6219751626377,22.4150877173389,21.9979677982356,20.5609215423182,21.1401641831805,20.8924691921666,20.715798337072,22.1639305092141,20.9490484365642,20.8836125551909,21.4438386989862,21.9703052928869,20.8273383136843,21.3601075499889,3,0,0,0.0948768338317682,0.171553070952705,1.02283981673208,0.765601503280343,1.14296697920262,-0.532769236304532,FALSE,NA
"URA7","YBL039C;YJR103W","URA7",7,7,7,15.9,64.71,579,23.9217065786806,23.6797077362389,23.6089640525876,23.6307870287483,23.3353816309408,24.0781423361721,23.6419617614947,23.6545809657165,24.2290534850347,23.9457452998849,24.2785254587031,24.3687963082371,23.9217065786806,23.6797077362389,23.6089640525876,23.6307870287483,23.3353816309408,24.0781423361721,23.6419617614947,23.6545809657165,24.2290534850347,23.9457452998849,24.2785254587031,24.3687963082371,23.7102913490639,23.677516673581,24.2055301379649,4,4,4,0.854858996815787,0.0319230162679422,0.0681055132892105,1.49589608077257,0.0327746754828482,-0.528013464383918,FALSE,FALSE
"EDE1","YBL047C","EDE1",4,4,4,4.3,150.78,1381,22.0408288219941,21.8030179850012,21.823570938166,21.872637309598,21.4016107856985,22.0498286123051,21.6244867001327,21.5948676411665,NA,NA,NA,NA,22.0408288219941,21.8030179850012,21.823570938166,21.872637309598,21.4016107856985,22.0498286123051,21.6244867001327,21.5948676411665,21.9726505131526,21.179563742953,20.2684236743077,21.4573230466259,21.8850137636898,21.6676984348257,21.2194902442598,4,4,0,0.214646620059919,0.308286218392072,0.66827594576308,0.511045889513049,0.217315328864121,0.4482081905659,FALSE,FALSE
"RPS8B","YER102W;YBL072C","RPS8B",5,5,5,44,22.489,200,25.9528039773189,26.5752660539155,26.3200853282721,26.100391090915,27.1612526172633,27.2787026830803,26.7142392280012,26.566815084347,26.5486025181484,27.4043812355166,27.3580849349401,27.4007219444957,25.9528039773189,26.5752660539155,26.3200853282721,26.100391090915,27.1612526172633,27.2787026830803,26.7142392280012,26.566815084347,26.5486025181484,27.4043812355166,27.3580849349401,27.4007219444957,26.2371366126054,26.930252403173,27.1779476582752,4,4,4,0.0207819839050324,0.397709388891414,1.68231299586057,0.400434156322036,-0.693115790567571,-0.247695255102247,FALSE,FALSE
"ILS1","YBL076C","ILS1",20,20,20,23.5,122.98,1072,25.3533304639323,26.4991900679661,25.6389277014051,25.6489433999105,25.7950858419343,24.5532102242758,25.6186292576641,25.654335123958,24.2402352406254,25.2415086938292,25.1024550470039,24.7480146805603,25.3533304639323,26.4991900679661,25.6389277014051,25.6489433999105,25.7950858419343,24.5532102242758,25.6186292576641,25.654335123958,24.2402352406254,25.2415086938292,25.1024550470039,24.7480146805603,25.7850979083035,25.405315111958,24.8330534155047,4,4,4,0.355521781132254,0.169191957623066,0.449133786957353,0.771620284576754,0.379782796345459,0.572261696453296,FALSE,FALSE
