"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",13,13,13,82,16.461,150,26.6769403745901,27.2077860486955,24.9173422114547,27.8887286658568,34.2041254596215,33.1342740077728,33.1500561271216,33.7717563933647,34.0981239765154,33.6926003047911,33.794205926883,33.8085650555449,26.6769403745901,27.2077860486955,24.9173422114547,27.8887286658568,34.2041254596215,33.1342740077728,33.1500561271216,33.7717563933647,34.0981239765154,33.6926003047911,33.794205926883,33.8085650555449,26.6726993251493,33.5650529969701,33.8483738159336,4,4,4,0.000571562204623319,0.364233257606614,3.24293649728175,0.438620401935931,-6.89235367182087,-0.283320818963432,FALSE,FALSE
"EFB1","YAL003W","EFB1",7,7,7,58.3,22.627,206,25.2833735499156,NA,NA,NA,23.2781000313522,23.6304537786893,NA,23.5748475656362,NA,23.2511720533814,22.5186454725889,22.8327540630169,25.2833735499156,19.2462884113153,19.3158066381543,19.0259156191125,23.2781000313522,23.6304537786893,20.9810151272491,23.5748475656362,19.7214051707481,23.2511720533814,22.5186454725889,22.8327540630169,20.7178460546244,22.8661041257317,22.0809941899338,1,3,3,0.26259362784013,0.472481419607572,0.580715816812595,0.325615265505121,-2.14825807110727,0.785109935797855,FALSE,FALSE
"SSA1","YAL005C","SSA1",20,6,6,49.4,69.656,642,23.7314847723132,24.3835708854399,24.456823130616,24.466003749506,23.9518040577262,23.9356204538313,23.4889786594931,24.0761044582718,23.7919354994623,23.8884615936475,23.7391295759534,23.9976577597819,23.7314847723132,24.3835708854399,24.456823130616,24.466003749506,23.9518040577262,23.9356204538313,23.4889786594931,24.0761044582718,23.7919354994623,23.8884615936475,23.7391295759534,23.9976577597819,24.2594706344688,23.8631269073306,23.8542961072113,4,4,4,0.124654473311765,0.952852718305539,0.904292131923491,0.0209742227303398,0.396343727138213,0.00883080011928072,FALSE,FALSE
"CYS3","YAL012W","CYS3",5,5,5,17.3,42.542,394,24.3435370796843,21.6860713015051,22.6254903606613,21.772333906648,21.0790055281417,21.5208526759954,NA,21.2306959777366,NA,21.3481381183266,NA,21.4936033526506,24.3435370796843,21.6860713015051,22.6254903606613,21.772333906648,21.0790055281417,21.5208526759954,20.3575166704411,21.2306959777366,19.5239395832544,21.3481381183266,19.434043062056,21.4936033526506,22.6068581621247,21.0470177130787,20.4499310290719,4,3,2,0.0796335758028392,0.384189763800719,1.09890378262142,0.415454210489643,1.559840449046,0.59708668400679,FALSE,FALSE
"FUN12","YAL035W","FUN12",7,7,7,9.1,112.27,1002,22.191925495088,22.6160955972085,22.3065801894143,22.9769591156212,22.4591894467404,22.3527784010882,22.0768221196374,22.3673038281976,21.1630009777721,NA,20.4956052311908,20.6996470043406,22.191925495088,22.6160955972085,22.3065801894143,22.9769591156212,22.4591894467404,22.3527784010882,22.0768221196374,22.3673038281976,21.1630009777721,19.1382528616468,20.4956052311908,20.6996470043406,22.522890099333,22.3140234489159,20.3741265187376,4,4,3,0.339398230190472,0.019037285055951,0.469290426663351,1.72039498711178,0.208866650417111,1.93989693017832,FALSE,TRUE
"RBG1","YAL036C","RBG1",7,7,7,25.2,40.701,369,22.0391560155351,22.3189311101602,23.2432024630648,22.2897397442937,20.4078984070813,NA,NA,20.6555202416653,NA,NA,NA,NA,22.0391560155351,22.3189311101602,23.2432024630648,22.2897397442937,20.4078984070813,18.8880253344829,21.2210089131308,20.6555202416653,19.5703188332221,19.034801034217,19.2395428250925,19.2164527963977,22.4727573332634,20.2931132240901,19.2652788722323,4,2,0,0.0140853962623176,0.129253237056044,1.85123093056553,0.888558571499218,2.17964410917336,1.02783435185774,TRUE,FALSE
"CDC19","YAL038W","CDC19",17,17,17,52,54.544,500,29.4222389725757,27.5232779024859,28.1724552831291,27.5971887333906,26.7105655754937,27.374263303203,26.5171621110956,27.3578333240263,27.1812983254017,27.1409244522651,27.059305012913,27.4247034916297,29.4222389725757,27.5232779024859,28.1724552831291,27.5971887333906,26.7105655754937,27.374263303203,26.5171621110956,27.3578333240263,27.1812983254017,27.1409244522651,27.059305012913,27.4247034916297,28.1787902228953,26.9899560784546,27.2015578205524,4,4,4,0.0667518442932783,0.420702853112679,1.17553673063262,0.37602454268495,1.1888341444407,-0.211601742097749,FALSE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,26.1228548454456,26.0192011294196,25.5543525354803,25.8952738759037,26.8680887324958,26.9361823166108,25.9785397494933,27.1085893800143,26.2800488773522,25.9608668408055,25.6252227861177,26.1881641266412,26.1228548454456,26.0192011294196,25.5543525354803,25.8952738759037,26.8680887324958,26.9361823166108,25.9785397494933,27.1085893800143,26.2800488773522,25.9608668408055,25.6252227861177,26.1881641266412,25.8979205965623,26.7228500446535,26.0135756577292,4,4,4,0.0386989499478213,0.0617341617914512,1.41230081891013,1.20947444420353,-0.824929448091261,0.709274386924367,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",2,2,2,32.6,13.989,132,24.3832412697194,24.399695677564,23.9586341309306,24.5630803351106,24.632341178681,24.8655188270196,NA,25.3495560669049,NA,NA,23.9776230181173,24.4926502640559,24.3832412697194,24.399695677564,23.9586341309306,24.5630803351106,24.632341178681,24.8655188270196,20.7609508107494,25.3495560669049,19.5906141757083,19.1294161235836,23.9776230181173,24.4926502640559,24.3261628533311,23.9020917208387,21.7975758953663,4,3,2,0.716541437630845,0.281812841459339,0.144758689266566,0.550039221134878,0.424071132492415,2.10451582547243,FALSE,FALSE
"RPL19A","YBR084C-A;YBL027W","RPL19A",7,7,7,48.7,21.704,189,26.9902097646517,26.5702506436498,25.8181674884759,25.9301477169527,28.1211460702293,28.3014276052536,NA,28.2973660717836,27.2807392001853,26.9820702667709,26.5136729067856,27.612806981102,26.9902097646517,26.5702506436498,25.8181674884759,25.9301477169527,28.1211460702293,28.3014276052536,20.3910511197811,28.2973660717836,27.2807392001853,26.9820702667709,26.5136729067856,27.612806981102,26.3271939034326,26.2777477167619,27.0973223387109,4,3,4,0.981607929199282,0.705547437839822,0.0080619421376275,0.151473780918195,0.0494461866706644,-0.819574621949048,FALSE,FALSE
