"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",8,8,8,74.7,16.461,150,31.0049737753417,27.7281922783607,27.0461438204497,29.3108819486686,35.4052109079579,34.0273776376572,35.1650759056137,35.6885678479675,35.016418470546,35.6856209368531,36.0425615609215,35.3064042925248,31.0049737753417,27.7281922783607,27.0461438204497,29.3108819486686,35.4052109079579,34.0273776376572,35.1650759056137,35.6885678479675,35.016418470546,35.6856209368531,36.0425615609215,35.3064042925248,28.7725479557052,35.0715580747991,35.5127513152114,4,4,4,0.00275048325244588,0.34930242995562,2.56059099510341,0.45679839314092,-6.29901011909388,-0.441193240412296,FALSE,FALSE
"SSA1","YAL005C","SSA1",22,7,7,52.8,69.656,642,25.4633866714456,26.2546323394428,26.2209050860253,26.6558095465135,25.4974094230847,24.9838975096109,25.2855975073786,25.0841170787204,25.2418723312362,25.3762687615904,25.6149281683447,25.0191587015801,25.4633866714456,26.2546323394428,26.2209050860253,26.6558095465135,25.4974094230847,24.9838975096109,25.2855975073786,25.0841170787204,25.2418723312362,25.3762687615904,25.6149281683447,25.0191587015801,26.1486834108568,25.2127553796986,25.3130569906878,4,4,4,0.0247846915439769,0.574203621578694,1.60581648170466,0.240934072677753,0.935928031158145,-0.100301610989195,FALSE,FALSE
"CDC19","YAL038W","CDC19",14,14,14,41,54.544,500,28.2816679596128,28.4728975463698,30.2494333677161,28.5614715613251,27.4735944069961,27.6856543515221,27.4563844976817,27.3945206554325,27.1671041760346,27.6729007181122,28.0198267951619,27.0493674889455,28.2816679596128,28.4728975463698,30.2494333677161,28.5614715613251,27.4735944069961,27.6856543515221,27.4563844976817,27.3945206554325,27.1671041760346,27.6729007181122,28.0198267951619,27.0493674889455,28.8913676087559,27.5025384779081,27.4772997945635,4,4,4,0.0543409075761291,0.920234591871867,1.26487311247659,0.0361014455151408,1.38882913084783,0.0252386833445648,FALSE,FALSE
"PTA1","YAL043C","PTA1",15,15,15,27.5,88.472,785,27.203498413295,27.8343054428494,27.488917386849,28.1084398288619,26.2732697332516,26.2943014436515,26.26522486163,26.6111894126999,NA,NA,NA,NA,27.203498413295,27.8343054428494,27.488917386849,28.1084398288619,26.2732697332516,26.2943014436515,26.26522486163,26.6111894126999,21.5798559895899,21.5235047224313,21.6122543619888,20.7421080481866,27.6587902679638,26.3609963628082,21.3644307805491,4,4,0,0.00365773740209178,2.70496091880768e-05,2.43678747680279,4.56783900518543,1.29779390515561,4.99656558225908,TRUE,TRUE
"HTB1","YDR224C;YBL002W","HTB1",4,4,4,41.2,14.252,131,24.7276471255258,24.507425438816,24.8623532075884,24.4420874879056,26.8088220232008,25.8708656812656,26.1459459796561,26.4978053119205,26.3722882701381,25.9540917411456,25.4464798341855,25.8345827300271,24.7276471255258,24.507425438816,24.8623532075884,24.4420874879056,26.8088220232008,25.8708656812656,26.1459459796561,26.4978053119205,26.3722882701381,25.9540917411456,25.4464798341855,25.8345827300271,24.634878314959,26.3308597490107,25.9018606438741,4,4,4,0.00128085703201395,0.176073589057258,2.89249934306759,0.754305783083877,-1.69598143405177,0.428999105136661,FALSE,FALSE
"RPL19A","YBR084C-A;YBL027W","RPL19A",6,6,6,37.6,21.704,189,NA,NA,NA,NA,27.7113535746253,27.4419767164737,26.5781632789058,27.5405995206354,27.7663556186615,26.9393247107855,25.7692091161676,27.0417647470784,24.065392832206,21.4760070763467,21.8078511527128,21.9485586881354,27.7113535746253,27.4419767164737,26.5781632789058,27.5405995206354,27.7663556186615,26.9393247107855,25.7692091161676,27.0417647470784,22.3244524373502,27.31802327266,26.8791635481732,0,4,4,0.00136076309636457,0.406756448302698,2.86621747721923,0.390665553473878,-4.99357083530981,0.438859724486797,FALSE,FALSE
"URA7","YBL039C","URA7",3,3,3,5.7,64.71,579,NA,22.4581632676998,NA,21.8167524356445,21.2280553442345,NA,NA,NA,NA,NA,NA,NA,23.9463374434332,22.4581632676998,21.8265344996992,21.8167524356445,21.2280553442345,22.2096751767549,21.2387155583575,21.1733925160801,21.6142555907312,21.5365791035942,21.8413745213709,20.2615536504792,22.5119469116192,21.4624596488567,21.3134407165439,2,1,0,0.127549129195532,0.745015506768359,0.894322502062943,0.127834687743192,1.04948726276243,0.149018932312867,FALSE,NA
"RPS8B","YER102W;YBL072C","RPS8B",4,4,4,39.5,22.489,200,NA,NA,24.5222304652894,NA,26.7861876532852,25.9391677535294,25.7247361595498,26.5433753831594,26.6518470345575,26.3120209760523,25.3322431112882,26.1434568638702,24.0392432066795,21.5837640801164,24.5222304652894,21.7680070893166,26.7861876532852,25.9391677535294,25.7247361595498,26.5433753831594,26.6518470345575,26.3120209760523,25.3322431112882,26.1434568638702,22.9783112103505,26.2483667373809,26.1098919964421,1,4,4,0.018088821829744,0.724697327821223,1.74258971890601,0.139843340054203,-3.27005552703046,0.138474740938893,FALSE,FALSE
"RPL23B","YER117W;YBL087C","RPL23B",4,4,4,38,14.473,137,NA,NA,23.0091021292283,NA,26.0444980139849,25.691629799012,25.3328577069649,25.823789570652,24.9980452974395,24.7648634936911,24.8000577998968,25.3173447075936,23.9948999407694,21.6133179987321,23.0091021292283,21.8009937434017,26.0444980139849,25.691629799012,25.3328577069649,25.823789570652,24.9980452974395,24.7648634936911,24.8000577998968,25.3173447075936,22.6045784530329,25.7231937726535,24.9700778246552,1,4,4,0.00871517948826425,0.0088881981896423,2.05972366420975,2.05118627003159,-3.11861531962055,0.753115947998225,FALSE,FALSE
"RPL32","YBL092W","RPL32",6,6,6,43.1,14.771,130,NA,NA,NA,NA,27.6658717393315,27.4612333715764,26.8222584470094,27.5775151517395,27.423581956198,26.7774349264153,26.3025697608658,27.1684438146911,23.9960895203134,21.5631554320547,21.7084027184008,21.8067232757574,27.6658717393315,27.4612333715764,26.8222584470094,27.5775151517395,27.423581956198,26.7774349264153,26.3025697608658,27.1684438146911,22.2685927366316,27.3817196774142,26.9180076145426,0,4,4,0.00162940347152227,0.188471938863642,2.78797136273916,0.724753301712101,-5.11312694078265,0.463712062871668,FALSE,FALSE
