"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"RNaseA","RNaseA","RNaseA",13,13,13,82,16.461,150,31.1136524988349,29.9519929845246,30.6088477606363,30.0900520319783,35.9197650569484,35.7080787106889,34.8544316729063,34.8258653074463,35.8752051619574,35.590198471159,35.8636448779459,35.6367689473873,31.1136524988349,29.9519929845246,30.6088477606363,30.0900520319783,35.9197650569484,35.7080787106889,34.8544316729063,34.8258653074463,35.8752051619574,35.590198471159,35.8636448779459,35.6367689473873,30.4411363189935,35.3270351869975,35.7414543646124,4,4,4,1.61282125664892e-05,0.243102310637029,4.79241376128585,0.614210913258094,-4.88589886800393,-0.414419177614931,FALSE,FALSE
"EFB1","YAL003W","EFB1",6,6,6,40.3,22.627,206,22.5256871125668,23.1125279569069,NA,23.3950602465865,24.7900469597474,24.1125915867369,24.3001972509532,24.676267883532,24.29614100162,24.7471952293453,24.2209604221218,24.3209977127781,22.5256871125668,23.1125279569069,21.4672216123451,23.3950602465865,24.7900469597474,24.1125915867369,24.3001972509532,24.676267883532,24.29614100162,24.7471952293453,24.2209604221218,24.3209977127781,22.6251242321014,24.4697759202424,24.3963235914663,3,4,4,0.0169424563580728,0.724558656391134,1.77102362438191,0.13992645061262,-1.84465168814101,0.0734523287760496,FALSE,FALSE
"SSA1","YAL005C","SSA1",22,8,8,54.8,69.656,642,27.3749265731605,27.1786416024448,27.2433622870778,27.2027514350681,26.8259013116019,26.7307854219381,26.4231651637346,26.6877912821715,27.1165430631236,26.5589711279174,27.060542404204,26.785688925412,27.3749265731605,27.1786416024448,27.2433622870778,27.2027514350681,26.8259013116019,26.7307854219381,26.4231651637346,26.6877912821715,27.1165430631236,26.5589711279174,27.060542404204,26.785688925412,27.2499204744378,26.6669107948615,26.8804363801642,4,4,4,0.00268896851817728,0.225356315109331,2.57041428236648,0.647130267285895,0.583009679576278,-0.213525585302719,FALSE,FALSE
"CYS3","YAL012W","CYS3",5,5,5,17.3,42.542,394,24.8541470258327,24.8820836416797,24.1214721778215,24.8316141958355,22.7988522518778,23.6404179464294,24.1243150831956,24.7697135726365,23.3091088208982,23.9401092410271,23.3984566689324,23.5364701528331,24.8541470258327,24.8820836416797,24.1214721778215,24.8316141958355,22.7988522518778,23.6404179464294,24.1243150831956,24.7697135726365,23.3091088208982,23.9401092410271,23.3984566689324,23.5364701528331,24.6723292602924,23.8333247135348,23.5460362209227,4,4,4,0.136070514635677,0.550730443641942,0.866235972653588,0.259060915637359,0.839004546757561,0.287288492612085,FALSE,FALSE
"FUN12","YAL035W","FUN12",10,10,10,12.7,112.27,1002,23.7858634997795,23.8256102206958,23.8552882480736,23.9987770291086,25.4995398509313,25.3981304370967,25.5256691928556,25.2223984161478,24.6718485519971,24.9172511465949,24.9885421968492,25.000110408637,23.7858634997795,23.8256102206958,23.8552882480736,23.9987770291086,25.4995398509313,25.3981304370967,25.5256691928556,25.2223984161478,24.6718485519971,24.9172511465949,24.9885421968492,25.000110408637,23.8663847494144,25.4114344742579,24.8944380760195,4,4,4,5.24813555468133e-06,0.00245971156385243,5.27999495604669,2.60911581711272,-1.54504972484352,0.516996398238334,FALSE,FALSE
"RBG1","YAL036C","RBG1",4,4,4,13.3,40.701,369,23.137336409474,23.8642912022994,24.2599024148956,23.9340010653639,NA,NA,21.420083578282,21.3313412304259,NA,21.8082917758393,NA,NA,23.137336409474,23.8642912022994,24.2599024148956,23.9340010653639,21.2511011707526,21.1551163892525,21.420083578282,21.3313412304259,21.2695615411404,21.8082917758393,21.0788085558084,20.4284274345493,23.7988827730082,21.2894105921782,21.1462723268344,4,2,1,0.00120158646271707,0.653558164714385,2.92024497314982,0.184715755458485,2.50947218082996,0.143138265343886,TRUE,FALSE
"CDC19","YAL038W","CDC19",15,15,15,41,54.544,500,30.5580989667383,30.8386845684236,29.8779046692544,30.6163171897458,28.8796729377856,29.3624183301558,30.077882666797,30.5912077563398,29.9575386190328,29.9246484780372,29.352202549527,29.5838220057129,30.5580989667383,30.8386845684236,29.8779046692544,30.6163171897458,28.8796729377856,29.3624183301558,30.077882666797,30.5912077563398,29.9575386190328,29.9246484780372,29.352202549527,29.5838220057129,30.4727513485405,29.7277954227696,29.7045529130774,4,4,4,0.149414616582819,0.957124865173761,0.825606915300014,0.0190314010752765,0.744955925770974,0.0232425096921141,FALSE,FALSE
"ADE1","YAR015W","ADE1",6,6,6,28.4,34.603,306,23.6819606904695,23.7776606629985,NA,23.7837672118577,22.195894810917,22.6618824556179,23.7905441836162,24.4801901430674,22.6420278880941,23.7092512863977,22.6210690221015,22.3871916967246,23.6819606904695,23.7776606629985,21.6794878989283,23.7837672118577,22.195894810917,22.6618824556179,23.7905441836162,24.4801901430674,22.6420278880941,23.7092512863977,22.6210690221015,22.3871916967246,23.2307191160635,23.2821278983047,22.8398849733295,3,4,4,0.946472940963605,0.49520234356026,0.0238917977151613,0.305217308671136,-0.0514087822411433,0.442242924975154,FALSE,FALSE
"HTB1","YDR224C;YBL002W","HTB1",5,5,5,58,14.252,131,26.9969039162022,26.4359506113611,26.887276590286,26.5364405089221,29.1857468555409,29.1320258407527,28.9387079947381,28.6793251893516,28.655673089191,28.8138447851779,28.8285971742891,28.8029810201494,26.9969039162022,26.4359506113611,26.887276590286,26.5364405089221,29.1857468555409,29.1320258407527,28.9387079947381,28.6793251893516,28.655673089191,28.8138447851779,28.8285971742891,28.8029810201494,26.7141429066928,28.9839514700958,28.7752740172018,4,4,4,1.6892549892954e-05,0.165984971030252,4.77230478969157,0.779931233008813,-2.269808563403,0.208677452893994,FALSE,FALSE
"HTA1","YDR225W;YBL003C","HTA1",2,2,2,32.6,13.989,132,NA,NA,NA,NA,27.383356643788,27.2879765207191,27.0942620015354,26.5059577398094,27.0396747930103,26.8023031632952,26.3033365030242,NA,21.5128184362043,20.3584470009357,21.5491157337964,21.1061711312265,27.383356643788,27.2879765207191,27.0942620015354,26.5059577398094,27.0396747930103,26.8023031632952,26.3033365030242,20.4974336131766,21.1316380755407,27.067888226463,25.1606870181266,0,4,3,5.65852417508383e-06,0.310035027224735,5.24729682432297,0.508589237549385,-5.93625015092223,1.90720120833641,FALSE,FALSE
