"Matching.Attribute","name","selected","shared name"
"Rsm7","Rsm7","false","Rsm7"
"Bre5","Bre5","false","Bre5"
"Utp22","Utp22","false","Utp22"
"Hho1","Hho1","false","Hho1"
"Yra1","Yra1","false","Yra1"
"Dbp2","Dbp2","false","Dbp2"
"Ubp3","Ubp3","false","Ubp3"
"Tif4632","Tif4632","false","Tif4632"
"Vma8","Vma8","false","Vma8"
"Rpa43","Rpa43","false","Rpa43"
"Rrp7","Rrp7","false","Rrp7"
"Tma46","Tma46","false","Tma46"
"Scp160","Scp160","false","Scp160"
"Mgm101","Mgm101","false","Mgm101"
"Nam7","Nam7","false","Nam7"
"Sro9","Sro9","false","Sro9"
"Prp21","Prp21","false","Prp21"
"Sbp1","Sbp1","false","Sbp1"
"Rbg1","Rbg1","false","Rbg1"
"Nop13","Nop13","false","Nop13"
"Hsh155","Hsh155","false","Hsh155"
"Thp2","Thp2","false","Thp2"
"Hmo1","Hmo1","false","Hmo1"
"Cdc33","Cdc33","false","Cdc33"
"Rrp5","Rrp5","false","Rrp5"
"Xrn1","Xrn1","false","Xrn1"
"Imd3","Imd3","false","Imd3"
"Cus1","Cus1","false","Cus1"
"Rse1","Rse1","false","Rse1"
"Pab1","Pab1","false","Pab1"
"Imd4","Imd4","false","Imd4"
"Ade3","Ade3","false","Ade3"
"Fpr3","Fpr3","false","Fpr3"
"Lsg1","Lsg1","false","Lsg1"
"Ubc4","Ubc4","false","Ubc4"
"Pap2","Pap2","false","Pap2"
"Tma22","Tma22","false","Tma22"
"Nab3","Nab3","false","Nab3"
"Nop12","Nop12","false","Nop12"
"Erg6","Erg6","false","Erg6"
"Erg1","Erg1","false","Erg1"
"Csr1","Csr1","false","Csr1"
"Prp8","Prp8","false","Prp8"
"Cdc11","Cdc11","false","Cdc11"
"Yhb1","Yhb1","false","Yhb1"
"Ypk1","Ypk1","false","Ypk1"
"Srp1","Srp1","false","Srp1"
"Tif4631","Tif4631","false","Tif4631"
"Nrd1","Nrd1","false","Nrd1"
"Rsm26","Rsm26","false","Rsm26"
"Cct7","Cct7","false","Cct7"
"Kap95","Kap95","false","Kap95"
"Brr2","Brr2","false","Brr2"
"Sto1","Sto1","false","Sto1"
"Snu114","Snu114","false","Snu114"
"Prp19","Prp19","false","Prp19"
"Cbc2","Cbc2","false","Cbc2"
