"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000398","mRNA splicing, via spliceosome","14/20","22/745",7.07908272685641e-20,7.98819594809231e-18,7.27487981079962e-18,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39",14
"GO:0000375","RNA splicing, via transesterification reactions","14/20","23/745",1.79510021305445e-19,7.98819594809231e-18,7.27487981079962e-18,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39",14
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","14/20","23/745",1.79510021305445e-19,7.98819594809231e-18,7.27487981079962e-18,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39",14
"GO:0008380","RNA splicing","14/20","23/745",1.79510021305445e-19,7.98819594809231e-18,7.27487981079962e-18,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39",14
"GO:0006397","mRNA processing","15/20","31/745",5.23501402007464e-19,1.86366499114657e-17,1.69724665071894e-17,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/HRP1",15
"GO:0016071","mRNA metabolic process","15/20","48/745",1.70092239621272e-15,5.04606977543107e-14,4.59547454415367e-14,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/HRP1",15
"GO:0006396","RNA processing","17/20","130/745",3.67765582440579e-11,9.35175338206043e-10,8.51667664599234e-10,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/HRP1/RPS26B/TRM1",17
"GO:0016070","RNA metabolic process","19/20","220/745",7.18824085170222e-10,1.59938358950374e-08,1.4565645936344e-08,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:0090304","nucleic acid metabolic process","19/20","243/745",4.9291243112814e-09,9.74871252675654e-08,8.87818881798053e-08,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:0010467","gene expression","20/20","340/745",1.12388098150738e-07,2.00050814708314e-06,1.82187022265407e-06,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/RSM26/CAD1/RPC82/HRP1/RPS26B/TRM1",20
"GO:0006139","nucleobase-containing compound metabolic process","19/20","318/745",8.37396168009684e-07,1.3550592536884e-05,1.23405751075111e-05,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:0006725","cellular aromatic compound metabolic process","19/20","334/745",2.11071051119617e-06,2.8900497768686e-05,2.63197909898145e-05,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:0046483","heterocycle metabolic process","19/20","334/745",2.11071051119617e-06,2.8900497768686e-05,2.63197909898145e-05,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:1901360","organic cyclic compound metabolic process","19/20","346/745",4.09199998761509e-06,5.20268569853919e-05,4.73810524881747e-05,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/CAD1/RPC82/HRP1/RPS26B/TRM1",19
"GO:0043170","macromolecule metabolic process","20/20","447/745",3.07199149930182e-05,0.000364542991250483,0.000331990660275425,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/RSM26/CAD1/RPC82/HRP1/RPS26B/TRM1",20
"GO:0034641","cellular nitrogen compound metabolic process","20/20","450/745",3.52198386144901e-05,0.000391820704586202,0.000356832575436281,"SNU56/SNU71/LUC7/SNP1/YHC1/MUD1/PRP40/SMD3/SMB1/SMD1/NAM8/SMD2/PRP42/PRP39/RSM26/CAD1/RPC82/HRP1/RPS26B/TRM1",20
"GO:0022618","ribonucleoprotein complex assembly","8/20","77/745",0.000412272599759929,0.00431673663278043,0.00393126813393369,"LUC7/YHC1/SMD3/SMD1/NAM8/SMD2/PRP42/PRP39",8
"GO:0071826","ribonucleoprotein complex subunit organization","8/20","80/745",0.000541834139993839,0.00535813760660574,0.00487967588064627,"LUC7/YHC1/SMD3/SMD1/NAM8/SMD2/PRP42/PRP39",8
