"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006366","transcription by RNA polymerase II","22/34","53/653",2.68749234220076e-18,9.02997426979455e-16,6.84603312434298e-16,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/HOG1/RTR1/RPB9",22
"GO:0001172","transcription, RNA-templated","12/34","12/653",4.83720847412074e-17,8.12651023652284e-15,6.16107605651167e-15,"RPB4/RPB10/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/RPB5/RPB8/RPB9",12
"GO:0006351","transcription, DNA-templated","23/34","80/653",4.94714371314961e-15,4.15560071904567e-13,3.15054941732159e-13,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0097659","nucleic acid-templated transcription","23/34","80/653",4.94714371314961e-15,4.15560071904567e-13,3.15054941732159e-13,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0032774","RNA biosynthetic process","23/34","81/653",6.78260956671136e-15,4.55791362883003e-13,3.455561084514e-13,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0090304","nucleic acid metabolic process","29/34","210/653",6.8164600835337e-11,3.28846550564023e-09,2.49313487583e-09,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",29
"GO:0016070","RNA metabolic process","28/34","192/653",6.85096980341716e-11,3.28846550564023e-09,2.49313487583e-09,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/HOG1/RTR1/RPB9",28
"GO:0034654","nucleobase-containing compound biosynthetic process","23/34","132/653",7.96531949964289e-10,3.34543418985001e-08,2.53632541962313e-08,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0018130","heterocycle biosynthetic process","23/34","142/653",4.05791127715099e-09,1.5149535434697e-07,1.14855500476086e-07,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0019438","aromatic compound biosynthetic process","23/34","143/653",4.73740573609629e-09,1.59176832732835e-07,1.20679177698453e-07,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:1901362","organic cyclic compound biosynthetic process","23/34","153/653",2.07314076976913e-08,6.33250271493116e-07,4.80095757209693e-07,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1/RPB9",23
"GO:0006139","nucleobase-containing compound metabolic process","29/34","281/653",2.35375974406315e-07,6.59052728337683e-06,4.9965777023095e-06,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",29
"GO:0010467","gene expression","30/34","315/653",6.69205436440298e-07,1.72963866649185e-05,1.31131753537289e-05,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RPL5/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",30
"GO:0046483","heterocycle metabolic process","29/34","294/653",7.90972023892739e-07,1.89833285734257e-05,1.43921225400032e-05,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",29
"GO:0006725","cellular aromatic compound metabolic process","29/34","295/653",8.65747315989494e-07,1.93927398781647e-05,1.47025158224181e-05,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",29
"GO:1901360","organic cyclic compound metabolic process","29/34","303/653",1.75803594797758e-06,3.69187549075292e-05,2.79897828559589e-05,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/KRE33/SPT5/TAF14/ERB1/HHF2/HHF1/DBP9/BUD27/RLP7/NET1/MKT1/HOG1/RTR1/RPB9",29
"GO:0006368","transcription elongation from RNA polymerase II promoter","6/34","16/653",7.00677439551916e-05,0.00138486835111438,0.00104993151932857,"TFG1/TFG2/CDC39/SPT5/TAF14/RPB9",6
"GO:0051252","regulation of RNA metabolic process","11/34","60/653",8.58423825608495e-05,0.00160239114113586,0.00121484541401904,"TFG1/RPB7/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/NET1/HOG1/RTR1",11
"GO:0034645","cellular macromolecule biosynthetic process","26/34","290/653",0.000100158689137105,0.001723887487015,0.00130695730531839,"RPB4/RPB10/TFG1/RPB7/RPB11/RPB2/RPB3/RPO26/RPC10/RPO21/TFG2/RPB5/RPB8/RPS13/CDC39/SPT5/TAF14/HHF2/HHF1/BUD27/RPL5/NET1/MKT1/HOG1/RTR1/RPB9",26
"GO:0006367","transcription initiation from RNA polymerase II promoter","6/34","17/653",0.000104249388521436,0.001723887487015,0.00130695730531839,"RPB4/TFG1/RPB7/TFG2/TAF14/RPB9",6
