"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016052","carbohydrate catabolic process","14/110","49/3076",5.78567243097277e-10,4.33925432322958e-07,3.95252779758034e-07,"PGM2/TDH2/HXK1/EXG1/GLK1/GDB1/XKS1/GCY1/GPH1/TDH1/DFG5/PYK2/GPM2/SUN4",14
"GO:0005975","carbohydrate metabolic process","22/110","156/3076",1.25300438680262e-08,4.69876645050982e-06,4.27999919492052e-06,"GPP2/PGM2/SOL4/TDH2/HXK1/GLC3/EXG1/GLK1/GDB1/DOG2/DOG1/XKS1/GCY1/GPH1/TDH1/DFG5/PYK2/SCW11/GPM2/CIT2/GSC2/SUN4",22
"GO:0006091","generation of precursor metabolites and energy","19/110","146/3076",5.28152167776835e-07,0.000132038041944209,0.000120270441013041,"ACO1/IDH2/PGM2/CYC1/SOL4/TDH2/IDH1/HXK1/GLC3/GLK1/GDB1/ALD4/GPH1/TDH1/PYK2/GPM2/CIT2/GRX1/RGI1",19
"GO:0006536","glutamate metabolic process","6/110","12/3076",1.41670323189805e-06,0.000265631855980885,0.000241957999342589,"IDH2/IDH1/GDH2/GAD1/UGA2/PUT1",6
"GO:0006090","pyruvate metabolic process","8/110","33/3076",1.36553563575602e-05,0.00204830345363403,0.00186575290022244,"TDH2/HXK1/GLK1/SRY1/ALD4/TDH1/PYK2/GPM2",8
"GO:0006096","glycolytic process","6/110","22/3076",8.52986875636108e-05,0.0077742544948352,0.00708139111178673,"TDH2/HXK1/GLK1/TDH1/PYK2/GPM2",6
"GO:0006757","ATP generation from ADP","6/110","22/3076",8.52986875636108e-05,0.0077742544948352,0.00708139111178673,"TDH2/HXK1/GLK1/TDH1/PYK2/GPM2",6
"GO:1901575","organic substance catabolic process","33/110","488/3076",0.000109444708607455,0.0077742544948352,0.00708139111178673,"PGM2/BAT2/TDH2/PUP3/GDH2/DCS2/HXK1/EDC1/LSM3/EXG1/GLK1/GDB1/SRY1/XKS1/GCY1/GPH1/TDH1/DFG5/GAD1/UGA2/PUT1/PYK2/IGO1/PRB1/GPM2/ALD3/IGO2/HAM1/PIN4/SUN4/SKI6/GDE1/ECM38",33
"GO:0005996","monosaccharide metabolic process","9/110","55/3076",0.000110320867262953,0.0077742544948352,0.00708139111178673,"PGM2/TDH2/HXK1/GLK1/DOG2/DOG1/XKS1/GCY1/TDH1",9
"GO:0046031","ADP metabolic process","6/110","23/3076",0.000112073093851776,0.0077742544948352,0.00708139111178673,"TDH2/HXK1/GLK1/TDH1/PYK2/GPM2",6
