"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-SCE-1799339","SRP-dependent cotranslational protein targeting to membrane","83/87","86/182",1.12022574692305e-42,3.02460951669224e-41,1.53294049578944e-41,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-72689","Formation of a pool of free 40S subunits","83/87","87/182",2.33621899788075e-41,2.10259709809267e-40,1.06564375341929e-40,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","83/87","87/182",2.33621899788075e-41,2.10259709809267e-40,1.06564375341929e-40,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-927802","Nonsense-Mediated Decay (NMD)","83/87","88/182",3.94077202239504e-40,1.77334741007777e-39,8.98772566511149e-40,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","83/87","88/182",3.94077202239504e-40,1.77334741007777e-39,8.98772566511149e-40,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","83/87","88/182",3.94077202239504e-40,1.77334741007777e-39,8.98772566511149e-40,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-156827","L13a-mediated translational silencing of Ceruloplasmin expression","83/87","92/182",7.33939216093653e-36,2.83090840493266e-35,1.43476839236353e-35,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-72737","Cap-dependent Translation Initiation","83/87","93/182",6.52626733233376e-35,2.20261522466264e-34,1.11633520158341e-34,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-72613","Eukaryotic Translation Initiation","83/87","94/182",5.32968023260794e-34,1.59890406978238e-33,8.10360737121674e-34,"850882/855543/856371/855173/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",83
"R-SCE-8953854","Metabolism of RNA","84/87","97/182",1.52301398338419e-33,4.11213775513731e-33,2.08412439831521e-33,"850882/855543/856371/855173/851988/855174/851476/855826/853610/856610/853587/854982/852061/851104/852254/852379/854028/852852/850969/854117/854984/852058/855881/852742/850682/852686/856868/852754/854939/851636/852775/855560/856544/854229/856217/852976/850716/854263/854551/853993/854673/850750/850509/851575/852319/856805/854741/851336/851419/853674/850764/851052/850590/854794/852026/856656/852489/855270/851169/853249/852337/851589/855415/854029/852804/856401/855658/853128/852922/852191/856853/856250/853015/852206/856839/855972/856015/852479/854118/853931/853305/856415/852185/851035",84
