"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005681","spliceosomal complex","36/51","51/1101",1.7146120570769e-43,7.54429305113836e-42,4.87310795169224e-42,"PRP40/SNP1/LUC7/MUD1/CBC2/YHC1/BRR2/SNU71/CWC2/PRP6/SYF1/SNU56/CLF1/CUS1/PRP42/NAM8/PRP8/CEF1/PRP21/PRP31/PRP45/SNU114/STO1/ECM2/SNU23/PRP19/ISY1/SMB1/HSH155/SMD1/CWC22/RSE1/PRP4/SMD2/PRP39/SMD3",36
"GO:0005684","U2-type spliceosomal complex","30/51","37/1101",2.27024074655077e-38,4.99452964241169e-37,3.22613158720372e-37,"PRP40/SNP1/LUC7/MUD1/CBC2/YHC1/SNU71/CWC2/SYF1/SNU56/CLF1/CUS1/PRP42/NAM8/CEF1/PRP21/PRP45/SNU114/STO1/ECM2/PRP19/ISY1/SMB1/HSH155/SMD1/CWC22/RSE1/SMD2/PRP39/SMD3",30
"GO:0097525","spliceosomal snRNP complex","25/51","26/1101",1.1596605024052e-35,1.70083540352763e-34,1.09862573912071e-34,"PRP40/SNP1/LUC7/MUD1/YHC1/BRR2/SNU71/PRP6/SNU56/CUS1/PRP42/NAM8/PRP8/PRP21/PRP31/SNU114/SNU23/SMB1/HSH155/SMD1/RSE1/PRP4/SMD2/PRP39/SMD3",25
"GO:0030532","small nuclear ribonucleoprotein complex","25/51","27/1101",1.52913629825923e-34,1.68204992808516e-33,1.08649158034209e-33,"PRP40/SNP1/LUC7/MUD1/YHC1/BRR2/SNU71/PRP6/SNU56/CUS1/PRP42/NAM8/PRP8/PRP21/PRP31/SNU114/SNU23/SMB1/HSH155/SMD1/RSE1/PRP4/SMD2/PRP39/SMD3",25
"GO:0120114","Sm-like protein family complex","25/51","28/1101",1.39397711020883e-33,1.22669985698377e-32,7.92365936329232e-33,"PRP40/SNP1/LUC7/MUD1/YHC1/BRR2/SNU71/PRP6/SNU56/CUS1/PRP42/NAM8/PRP8/PRP21/PRP31/SNU114/SNU23/SMB1/HSH155/SMD1/RSE1/PRP4/SMD2/PRP39/SMD3",25
"GO:0071004","U2-type prespliceosome","20/51","23/1101",5.33801180956157e-26,3.35532170886727e-25,2.16731306553628e-25,"PRP40/SNP1/LUC7/MUD1/YHC1/SNU71/SYF1/SNU56/CLF1/CUS1/PRP42/NAM8/PRP21/SMB1/HSH155/SMD1/RSE1/SMD2/PRP39/SMD3",20
"GO:0071010","prespliceosome","20/51","23/1101",5.33801180956157e-26,3.35532170886727e-25,2.16731306553628e-25,"PRP40/SNP1/LUC7/MUD1/YHC1/SNU71/SYF1/SNU56/CLF1/CUS1/PRP42/NAM8/PRP21/SMB1/HSH155/SMD1/RSE1/SMD2/PRP39/SMD3",20
"GO:0071013","catalytic step 2 spliceosome","18/51","23/1101",1.05614655241159e-21,5.80880603826374e-21,3.7520995940938e-21,"CWC2/PRP6/SYF1/CLF1/CUS1/PRP8/PRP21/PRP45/SNU114/ECM2/PRP19/ISY1/SMB1/HSH155/SMD1/CWC22/SMD2/SMD3",18
"GO:0005685","U1 snRNP","14/51","14/1101",3.18367474148039e-20,1.55646320694597e-19,1.00537097099381e-19,"PRP40/SNP1/LUC7/MUD1/YHC1/SNU71/SNU56/PRP42/NAM8/SMB1/SMD1/SMD2/PRP39/SMD3",14
"GO:0046540","U4/U6 x U5 tri-snRNP complex","11/51","11/1101",6.9359151236749e-16,2.77436604946996e-15,1.79205462525572e-15,"BRR2/PRP6/PRP8/PRP31/SNU114/SNU23/SMB1/SMD1/PRP4/SMD2/SMD3",11
"GO:0097526","spliceosomal tri-snRNP complex","11/51","11/1101",6.9359151236749e-16,2.77436604946996e-15,1.79205462525572e-15,"BRR2/PRP6/PRP8/PRP31/SNU114/SNU23/SMB1/SMD1/PRP4/SMD2/SMD3",11
"GO:0000243","commitment complex","10/51","11/1101",1.96083395606136e-13,7.18972450555832e-13,4.64408042225059e-13,"SNP1/CBC2/YHC1/SNU56/PRP42/NAM8/STO1/SMD1/PRP39/SMD3",10
"GO:1990904","ribonucleoprotein complex","36/51","302/1101",5.80404189339027e-11,1.96444494853209e-10,1.26889984713795e-10,"PRP40/SNP1/LUC7/MUD1/CBC2/YHC1/BRR2/SNU71/CWC2/PRP6/SYF1/SNU56/CLF1/CUS1/PRP42/NAM8/PRP8/CEF1/PRP21/PRP31/PRP45/SNU114/STO1/ECM2/SNU23/PRP19/ISY1/SMB1/HSH155/SMD1/CWC22/RSE1/PRP4/SMD2/PRP39/SMD3",36
"GO:0071006","U2-type catalytic step 1 spliceosome","8/51","10/1101",5.11161419652697e-10,1.49940683098125e-09,9.68516374078795e-10,"CWC2/SYF1/CLF1/CEF1/PRP45/ECM2/PRP19/ISY1",8
"GO:0071012","catalytic step 1 spliceosome","8/51","10/1101",5.11161419652697e-10,1.49940683098125e-09,9.68516374078795e-10,"CWC2/SYF1/CLF1/CEF1/PRP45/ECM2/PRP19/ISY1",8
"GO:1902494","catalytic complex","19/51","170/1101",7.82730219819448e-05,0.000215250810450348,0.000139037604836349,"CWC2/PRP6/SYF1/CLF1/CUS1/PRP8/CEF1/PRP21/PRP45/SNU114/ECM2/PRP19/ISY1/SMB1/HSH155/SMD1/CWC22/SMD2/SMD3",19
"GO:0048471","perinuclear region of cytoplasm","3/51","12/1101",0.0153294353550287,0.0396761856247802,0.0256281581786858,"CBC2/STO1/SRP1",3
