"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF007_01","log2.LFQ.intensity.YKAF007_02","log2.LFQ.intensity.YKAF007_03","log2.LFQ.intensity.YKAF007_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF007_01","imputed.log2.LFQ.intensity.YKAF007_02","imputed.log2.LFQ.intensity.YKAF007_03","imputed.log2.LFQ.intensity.YKAF007_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF007","value_count_YKAF000","value_count_YKAF007","pvalue_YKAF007_YKAF000","log10.pvalue_YKAF007_YKAF000","difference_YKAF007_YKAF000","enriched_YKAF007_YKAF000"
"VAR1","Q0140","VAR1",7,7,7,21.9,47.123,398,27.4358711524873,27.7840044448598,27.7252694096194,28.0513397312771,27.2445422572925,NA,27.2674948102525,27.6006662202307,27.4358711524873,27.7840044448598,27.7252694096194,28.0513397312771,27.2445422572925,25.4357842963786,27.2674948102525,27.6006662202307,27.7491211845609,26.8871218960386,4,3,0.176621010017593,0.752957636024716,-0.861999288522316,FALSE
"REP1","R0020C","REP1",8,8,8,27.6,43.231,373,29.8500591616165,29.0089985167715,29.2491394638306,28.7890208939848,29.5255385215659,29.4498676459576,29.7248304681156,29.7207435336556,29.8500591616165,29.0089985167715,29.2491394638306,28.7890208939848,29.5255385215659,29.4498676459576,29.7248304681156,29.7207435336556,29.2243045090509,29.6052450423237,4,4,0.195233400407495,0.709445881485965,0.380940533272813,FALSE
"REP2","R0040C","REP2",6,6,6,39.2,33.196,296,28.9916700097991,28.3397284463713,28.7704258169954,28.5722111862058,29.1812983254017,28.3749265731605,28.4488836368611,28.6736421690804,28.9916700097991,28.3397284463713,28.7704258169954,28.5722111862058,29.1812983254017,28.3749265731605,28.4488836368611,28.6736421690804,28.6685088648429,28.6696876761259,4,4,0.996071732785715,0.00170938443651946,0.0011788112830331,FALSE
"TFC3","YAL001C","TFC3",7,7,7,10.3,132.11,1160,26.5613768716821,NA,26.7901712817813,26.8820369834743,26.7731643651053,26.5501155856504,26.7215585879923,27.042391143372,26.5613768716821,25.5483049282977,26.7901712817813,26.8820369834743,26.7731643651053,26.5501155856504,26.7215585879923,27.042391143372,26.4454725163089,26.77180742053,3,4,0.374565014847682,0.426472789075429,0.326334904221106,FALSE
"EFB1","YAL003W","EFB1",13,13,13,68.4,22.627,206,35.0490899260085,35.0230039556478,35.3677595648056,35.2435296973657,35.21595892849,35.2427137435259,35.3235505050329,35.2855768390367,35.0490899260085,35.0230039556478,35.3677595648056,35.2435296973657,35.21595892849,35.2427137435259,35.3235505050329,35.2855768390367,35.1708457859569,35.2669500040214,4,4,0.331597103426258,0.479389271763159,0.0961042180644824,FALSE
"SSA1","YAL005C","SSA1",39,9,9,76.6,69.656,642,33.7358004465347,33.7359012955118,34.1007889577899,34.1796443785011,34.1696000466253,34.116056538753,33.9105470960119,33.9269824215493,33.7358004465347,33.7359012955118,34.1007889577899,34.1796443785011,34.1696000466253,34.116056538753,33.9105470960119,33.9269824215493,33.9380337695844,34.0307965257349,4,4,0.524142993110533,0.280550215598177,0.0927627561504849,FALSE
"ERP2","YAL007C","ERP2",4,3,3,27.4,24.063,215,27.816532734033,28.6123500260253,28.4138925220068,28.6037463688518,NA,29.009852830187,28.7905752544188,28.1051957412978,27.816532734033,28.6123500260253,28.4138925220068,28.6037463688518,25.2715590396868,29.009852830187,28.7905752544188,28.1051957412978,28.3616304127292,27.7942957163976,4,3,0.562546864916633,0.249841291302166,-0.567334696331617,FALSE
"CYS3","YAL012W","CYS3",12,12,12,61.7,42.542,394,34.5282242369988,34.1517957265848,34.2234587096627,34.3895265135971,34.7491518580018,34.4946456450241,34.7914915421859,34.5646773242649,34.5282242369988,34.1517957265848,34.2234587096627,34.3895265135971,34.7491518580018,34.4946456450241,34.7914915421859,34.5646773242649,34.3232512967109,34.6499915923692,4,4,0.0263960306884751,1.57846137539146,0.32674029565829,FALSE
"SYN8","YAL014C","SYN8",3,3,3,18.4,29.048,255,NA,NA,26.7902955931028,26.6197489279111,NA,NA,26.4457381819467,NA,25.6756870281898,24.9917291836488,26.7902955931028,26.6197489279111,24.7408737120893,24.8904013233131,26.4457381819467,24.2375222455596,26.0193651832131,25.0786338657272,2,1,0.190357321558472,0.720430414613769,-0.940731317485977,FALSE
"TPD3","YAL016W","TPD3",16,16,16,38.6,70.907,635,31.3730084745825,31.2638289474964,31.5782622726988,31.4933338329519,31.419458835387,31.3447733585768,31.4403537313887,31.4553265304139,31.3730084745825,31.2638289474964,31.5782622726988,31.4933338329519,31.419458835387,31.3447733585768,31.4403537313887,31.4553265304139,31.4271083819324,31.4149781139416,4,4,0.876682728157483,0.0571575495535533,-0.0121302679908233,FALSE
"PSK1","YAL017W","PSK1",14,14,12,11.7,152.33,1356,28.0189783693406,28.1154520283564,27.7712762676745,26.7776857426609,28.0264380020429,27.626309499124,27.8982182114295,27.3553147984389,28.0189783693406,28.1154520283564,27.7712762676745,26.7776857426609,28.0264380020429,27.626309499124,27.8982182114295,27.3553147984389,27.6708481020081,27.7265701277588,4,4,0.877454767086729,0.0567752622250569,0.0557220257507147,FALSE
"FUN30","YAL019W","FUN30",18,18,18,19.9,128.51,1131,28.8071950676123,29.4481156435777,29.4656379556021,29.6796943152581,28.7172171979763,29.1087638367674,28.7584347958611,28.9648814372656,28.8071950676123,29.4481156435777,29.4656379556021,29.6796943152581,28.7172171979763,29.1087638367674,28.7584347958611,28.9648814372656,29.3501607455126,28.8873243169676,4,4,0.0864379668211115,1.06329545706826,-0.462836428544954,FALSE
"CCR4","YAL021C","CCR4",15,15,15,22.9,94.669,837,29.6318695601186,29.4624820528539,29.9326952347785,29.604435845758,29.7986773884768,29.5003797440678,29.3545793995309,29.3627109406308,29.6318695601186,29.4624820528539,29.9326952347785,29.604435845758,29.7986773884768,29.5003797440678,29.3545793995309,29.3627109406308,29.6578706733772,29.5040868681765,4,4,0.324503692214645,0.488780357417313,-0.153783805200675,FALSE
"PMT2","YAL023C","PMT2",8,8,7,18.8,86.869,759,32.0793140855573,32.0932673389698,31.9524790794625,31.9671237514727,31.2734765063825,31.710302813442,31.4944310664734,31.9919943081013,32.0793140855573,32.0932673389698,31.9524790794625,31.9671237514727,31.2734765063825,31.710302813442,31.4944310664734,31.9919943081013,32.0230460638656,31.6175511735998,4,4,0.0739580615970754,1.13101447999969,-0.4054948902658,FALSE
"MAK16","YAL025C","MAK16",4,4,4,19.6,35.695,306,29.2994419395054,28.5684831496801,28.7341818647865,28.9751974202006,28.0363769636112,28.8586353770834,28.5325221561626,28.8701484226921,29.2994419395054,28.5684831496801,28.7341818647865,28.9751974202006,28.0363769636112,28.8586353770834,28.5325221561626,28.8701484226921,28.8943260935431,28.5744207298873,4,4,0.253161490244868,0.596602356498763,-0.319905363655781,FALSE
"DRS2","YAL026C","DRS2",12,12,12,12.3,153.76,1355,28.0249597225772,28.54602076632,27.9993255844076,28.1314862495987,27.978801565786,28.2271538554561,28.0660462300921,28.0535682323671,28.0249597225772,28.54602076632,27.9993255844076,28.1314862495987,27.978801565786,28.2271538554561,28.0660462300921,28.0535682323671,28.1754480807259,28.0813924709253,4,4,0.530595224530157,0.275236663078782,-0.0940556098005629,FALSE
"MYO4","YAL029C","MYO4",21,16,16,17.9,169.34,1471,28.3706929933748,28.3080847034339,28.3468878174645,27.7436816823075,28.7271212472698,27.9383154017648,28.2024712184913,28.3843863606468,28.3706929933748,28.3080847034339,28.3468878174645,27.7436816823075,28.7271212472698,27.9383154017648,28.2024712184913,28.3843863606468,28.1923367991452,28.3130735570432,4,4,0.608730970852411,0.21557460176575,0.120736757897962,FALSE
"SNC1","YAL030W","SNC1",3,3,2,43.6,13.201,117,29.3341756438154,29.4351558256199,29.914704695774,29.5933822887562,30.074696642268,29.6138785002275,29.4362684031,29.87097147612,29.3341756438154,29.4351558256199,29.914704695774,29.5933822887562,30.074696642268,29.6138785002275,29.4362684031,29.87097147612,29.5693546134914,29.7489537554289,4,4,0.379824422418963,0.420417113899192,0.179599141937494,FALSE
"PRP45","YAL032C","PRP45",3,3,3,8.4,42.482,379,NA,25.9864170463198,NA,25.9603366087819,NA,25.5112314663402,NA,NA,25.1468224599687,25.9864170463198,25.6587598270738,25.9603366087819,24.9076000774404,25.5112314663402,25.0200556955013,24.3728058306487,25.688083985536,24.9529232674827,2,1,0.0534945572369342,1.271690402693,-0.735160718053379,FALSE
"MTW1","YAL034W-A","MTW1",4,4,4,22.5,33.243,289,NA,NA,NA,NA,NA,25.993690281232,NA,24.8597493633044,25.7164892723654,25.4291896762246,25.1339066017476,24.7030131136831,25.2010542635047,25.993690281232,25.2566605593358,24.8597493633044,25.2456496660052,25.3277886168442,0,2,0.807380191454221,0.0929219099265182,0.0821389508390524,FALSE
"FUN12","YAL035W","FUN12",27,27,27,33.2,112.27,1002,32.5222725644864,32.3392081142799,32.5963269375608,32.5803305885764,33.0093189435898,32.697372635612,32.728013828386,32.807471472449,32.5222725644864,32.3392081142799,32.5963269375608,32.5803305885764,33.0093189435898,32.697372635612,32.728013828386,32.807471472449,32.5095345512258,32.8105442200092,4,4,0.0174838971478793,1.75736175698906,0.301009668783351,FALSE
"RBG1","YAL036C","RBG1",9,9,9,37.9,40.701,369,30.993682184187,30.5515133949819,30.774783013684,30.7126823479605,31.4204129157815,30.9905073418933,31.0713756960417,31.1283550933136,30.993682184187,30.5515133949819,30.774783013684,30.7126823479605,31.4204129157815,30.9905073418933,31.0713756960417,31.1283550933136,30.7581652352033,31.1526627617575,4,4,0.0236203145341595,1.62671432350742,0.394497526554197,FALSE
"CDC19","YAL038W","CDC19",23,23,23,75.8,54.544,500,37.8194912232937,37.7989438458896,37.8115585724941,37.8319872950812,37.9203863726518,37.8541065166582,38.0015846629676,37.9265296311733,37.8194912232937,37.7989438458896,37.8115585724941,37.8319872950812,37.9203863726518,37.8541065166582,38.0015846629676,37.9265296311733,37.8154952341896,37.9256517958628,4,4,0.0321475830682754,1.49285167280409,0.110156561673108,FALSE
"CDC24","YAL041W","CDC24",7,7,7,9.3,96.938,854,27.4528549187966,26.6235214123718,27.1868804556838,NA,27.5272363258616,26.7137149928788,NA,27.3849215230998,27.4528549187966,26.6235214123718,27.1868804556838,25.0073512324017,27.5272363258616,26.7137149928788,25.4236412356134,27.3849215230998,26.5676520048135,26.7623785193634,3,3,0.798390858549285,0.0977844442962493,0.194726514549906,FALSE
"ERV46","YAL042W","ERV46",11,11,11,48.7,46.235,415,31.4980032156075,31.258952795594,31.4271238361851,31.7200422184556,31.5896461323357,31.1633297594146,31.4138219245151,31.3048687659326,31.4980032156075,31.258952795594,31.4271238361851,31.7200422184556,31.5896461323357,31.1633297594146,31.4138219245151,31.3048687659326,31.4760305164606,31.3679166455495,4,4,0.441629073628734,0.354942343564862,-0.108113870911065,FALSE
"PTA1","YAL043C","PTA1",10,10,10,16.7,88.472,785,28.6060433449444,28.3948068273907,28.940473342242,28.6953452864039,29.4568152990544,29.0277566156443,29.5772450127945,29.298196777338,28.6060433449444,28.3948068273907,28.940473342242,28.6953452864039,29.4568152990544,29.0277566156443,29.5772450127945,29.298196777338,28.6591672002453,29.3400034262078,4,4,0.00601528961151023,2.22074345832365,0.680836225962537,FALSE
"GCV3","YAL044C","GCV3",5,5,5,42.4,18.793,170,31.1835834598195,30.455620488042,31.0134514062228,30.8458789485046,30.2962504251887,30.6220031257192,30.3636928419657,30.1630297791584,31.1835834598195,30.455620488042,31.0134514062228,30.8458789485046,30.2962504251887,30.6220031257192,30.3636928419657,30.1630297791584,30.8746335756472,30.361244043008,4,4,0.0378355142659861,1.42210035866054,-0.513389532639213,FALSE
"YAL044W-A","YAL044W-A","YAL044W-A",2,2,2,20,12.537,110,26.7938959698422,27.3887031636422,28.3234565546713,27.2779050018824,28.0534646574485,28.312202790718,28.0504577456092,28.2990270048465,26.7938959698422,27.3887031636422,28.3234565546713,27.2779050018824,28.0534646574485,28.312202790718,28.0504577456092,28.2990270048465,27.4459901725095,28.1787880496555,4,4,0.103117805936488,0.986666336149353,0.732797877146027,FALSE
