"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF021_01","log2.LFQ.intensity.YKAF021_02","log2.LFQ.intensity.YKAF021_03","log2.LFQ.intensity.YKAF021_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF021_01","imputed.log2.LFQ.intensity.YKAF021_02","imputed.log2.LFQ.intensity.YKAF021_03","imputed.log2.LFQ.intensity.YKAF021_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF021","value_count_YKAF000","value_count_YKAF021","pvalue_YKAF021_YKAF000","log10.pvalue_YKAF021_YKAF000","difference_YKAF021_YKAF000","enriched_YKAF021_YKAF000"
"BI4","Q0120","BI4",3,3,3,4.7,74.579,638,28.4282625930879,27.6553318894068,NA,NA,NA,NA,NA,NA,28.4282625930879,27.6553318894068,24.3893941252973,23.9511116159963,23.7527814974958,23.8650916471358,23.9807897941361,23.1473487687079,26.1060250559471,23.6865029268689,2,0,0.120882988137685,0.917634813099307,-2.41952212907818,FALSE
"VAR1","Q0140","VAR1",8,8,8,24.6,47.123,398,26.5932041716601,26.4012592216765,26.9090774738643,26.7854394968082,26.2865319581963,26.9180932773014,26.4059234870926,26.5259976855336,26.5932041716601,26.4012592216765,26.9090774738643,26.7854394968082,26.2865319581963,26.9180932773014,26.4059234870926,26.5259976855336,26.6722450910023,26.534136602031,4,4,0.464877930741423,0.33266107069091,-0.13810848897128,FALSE
"REP1","R0020C","REP1",10,10,10,33.2,43.231,373,29.0992375968261,28.7499909710653,28.7906995309379,28.588458166553,29.2246033200505,29.1316334308385,29.144405373359,29.2686106009939,29.0992375968261,28.7499909710653,28.7906995309379,28.588458166553,29.2246033200505,29.1316334308385,29.144405373359,29.2686106009939,28.8070965663456,29.1923131813105,4,4,0.0313300671059185,1.50403867490129,0.385216614964897,FALSE
"REP2","R0040C","REP2",5,5,5,27,33.196,296,28.7095799709367,28.992642686094,28.8525763697764,29.0256990516527,29.8807386971604,29.9669175490796,29.9179795045762,29.5241564149791,28.7095799709367,28.992642686094,28.8525763697764,29.0256990516527,29.8807386971604,29.9669175490796,29.9179795045762,29.5241564149791,28.895124519615,29.8224480414488,4,4,0.000469310053627516,3.32854014216895,0.927323521833866,FALSE
"TFC3","YAL001C","TFC3",7,7,7,7.8,132.11,1160,NA,24.5746743625576,25.1724552831291,25.1145786060864,24.9040774288138,NA,24.6438892100658,24.4916720827889,23.8674101544665,24.5746743625576,25.1724552831291,25.1145786060864,24.9040774288138,23.9809355236221,24.6438892100658,24.4916720827889,24.6822796015599,24.5051435613227,3,3,0.643192832096672,0.191658804120004,-0.177136040237258,FALSE
"EFB1","YAL003W","EFB1",14,14,14,71.8,22.627,206,34.1896192629547,34.2744071743498,34.343013352851,34.2919355895493,34.6795517096261,34.670980021298,34.8411804351262,34.6395746982202,34.1896192629547,34.2744071743498,34.343013352851,34.2919355895493,34.6795517096261,34.670980021298,34.8411804351262,34.6395746982202,34.2747438449262,34.7078217160676,4,4,0.00038744167339557,3.41179366820039,0.433077871141442,FALSE
"SSA1","YAL005C","SSA1",37,9,9,76.6,69.656,642,32.6415139495567,32.7247654283851,32.9125827834803,33.0190314105745,32.9493165308014,32.9035610994218,32.9287480502618,33.0753025285931,32.6415139495567,32.7247654283851,32.9125827834803,33.0190314105745,32.9493165308014,32.9035610994218,32.9287480502618,33.0753025285931,32.8244733929992,32.9642320522695,4,4,0.209872910871755,0.678043613909926,0.139758659270363,FALSE
"ERP2","YAL007C","ERP2",3,2,2,13.5,24.063,215,27.6329096902068,27.6210774086688,27.633186931628,27.5647091188466,27.8525763697764,27.7203195233539,27.8128049167521,27.8330388891484,27.6329096902068,27.6210774086688,27.633186931628,27.5647091188466,27.8525763697764,27.7203195233539,27.8128049167521,27.8330388891484,27.6129707873375,27.8046849247577,4,4,0.00278628395335792,2.55497462621341,0.191714137420174,FALSE
"CYS3","YAL012W","CYS3",12,12,12,58.9,42.542,394,33.5470832642502,33.5170006209171,33.5380894520995,33.6134657961104,33.5726042400365,33.5616081219803,33.6361206907865,33.9886295483515,33.5470832642502,33.5170006209171,33.5380894520995,33.6134657961104,33.5726042400365,33.5616081219803,33.6361206907865,33.9886295483515,33.5539097833443,33.6897406502887,4,4,0.272748553832298,0.564237543450226,0.135830866944389,FALSE
"TPD3","YAL016W","TPD3",15,15,15,35.6,70.907,635,30.5764162711463,30.7770586202685,30.6093762848971,30.6921222022999,30.8498355284167,30.667632197196,30.7714809309499,30.6207803546948,30.5764162711463,30.7770586202685,30.6093762848971,30.6921222022999,30.8498355284167,30.667632197196,30.7714809309499,30.6207803546948,30.663743344653,30.7274322528144,4,4,0.388193326372072,0.410951935059703,0.0636889081614136,FALSE
