"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF009_01","log2.LFQ.intensity.YKAF009_02","log2.LFQ.intensity.YKAF009_03","log2.LFQ.intensity.YKAF009_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF009_01","imputed.log2.LFQ.intensity.YKAF009_02","imputed.log2.LFQ.intensity.YKAF009_03","imputed.log2.LFQ.intensity.YKAF009_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF009","value_count_YKAF000","value_count_YKAF009","pvalue_YKAF009_YKAF000","log10.pvalue_YKAF009_YKAF000","difference_YKAF009_YKAF000","enriched_YKAF009_YKAF000"
"VAR1","Q0140","VAR1",8,8,8,24.1,47.123,398,27.2410903974696,27.6557413194656,27.7349247811221,27.9823967299156,28.7720318031937,28.259704909647,28.1606276889583,27.7868731227256,27.2410903974696,27.6557413194656,27.7349247811221,27.9823967299156,28.7720318031937,28.259704909647,28.1606276889583,27.7868731227256,27.6535383069932,28.2448093811312,4,4,0.0626097760688192,1.20335784951707,0.591271074137925,FALSE
"REP1","R0020C","REP1",7,7,7,24.9,43.231,373,30.2184728133517,29.0649676947414,29.2918889462513,28.7453818200748,28.8947825685802,28.2758200859404,29.1545807655408,29.2130118218655,30.2184728133517,29.0649676947414,29.2918889462513,28.7453818200748,28.8947825685802,28.2758200859404,29.1545807655408,29.2130118218655,29.3301778186048,28.8845488104817,4,4,0.293817974569117,0.531921639391916,-0.445629008123053,FALSE
"REP2","R0040C","REP2",6,6,6,39.2,33.196,296,28.7631291731024,28.2464916310633,28.2853770297987,28.5039277376318,27.9475410772977,28.5649997796798,27.0974805082599,NA,28.7631291731024,28.2464916310633,28.2853770297987,28.5039277376318,27.9475410772977,28.5649997796798,27.0974805082599,23.767555502656,28.4497313928991,26.8443942169734,4,3,0.230198770141057,0.637897000959829,-1.60533717592573,FALSE
"TFC3","YAL001C","TFC3",4,4,4,4.7,132.11,1160,25.3954525497952,NA,25.6110486688296,25.8533857091708,26.1469365415277,NA,26.0074220489396,25.9411620824089,25.3954525497952,25.4657550477569,25.6110486688296,25.8533857091708,26.1469365415277,25.2169063696861,26.0074220489396,25.9411620824089,25.5814104938881,25.8281067606406,3,3,0.342171686768029,0.465755929304351,0.246696266752444,FALSE
"EFB1","YAL003W","EFB1",13,13,13,68.4,22.627,206,34.9515935696943,34.8804832786363,35.2355276459574,35.1368272750981,35.9003253481761,35.1305123287034,35.0028214175045,35.2702353220788,34.9515935696943,34.8804832786363,35.2355276459574,35.1368272750981,35.9003253481761,35.1305123287034,35.0028214175045,35.2702353220788,35.0511079423465,35.3259736041157,4,4,0.270935647259957,0.56713385067079,0.274865661769198,FALSE
"SSA1","YAL005C","SSA1",38,10,10,76.3,69.656,642,33.794302774803,33.6417292611071,34.0244908444559,34.0840118711884,34.6553894725303,33.4986928119843,33.7104670453325,33.605540090007,33.794302774803,33.6417292611071,34.0244908444559,34.0840118711884,34.6553894725303,33.4986928119843,33.7104670453325,33.605540090007,33.8861336878886,33.8675223549635,4,4,0.951209459028667,0.0217238396514244,-0.0186113329250759,FALSE
"ERP2","YAL007C","ERP2",4,3,3,27.4,24.063,215,28.7186548938758,29.3756102510771,29.2145874490041,29.3392824589265,29.6819740903835,29.5980588912447,29.4003758646169,29.8537961563454,28.7186548938758,29.3756102510771,29.2145874490041,29.3392824589265,29.6819740903835,29.5980588912447,29.4003758646169,29.8537961563454,29.1620337632209,29.6335512506476,4,4,0.0458717156871591,1.33845501614595,0.471517487426741,FALSE
"CYS3","YAL012W","CYS3",12,12,12,61.7,42.542,394,34.425424018565,34.1071960845118,34.1912382842886,34.3090502575071,34.7889664610255,34.2225233663623,34.0072983970511,34.1382777186828,34.425424018565,34.1071960845118,34.1912382842886,34.3090502575071,34.7889664610255,34.2225233663623,34.0072983970511,34.1382777186828,34.2582271612181,34.2892664857804,4,4,0.875535399875354,0.0577262897179193,0.0310393245622862,FALSE
"TPD3","YAL016W","TPD3",16,16,16,35.9,70.907,635,31.5816330045344,31.2177219962434,31.316136492498,31.4867807914777,31.3657797728097,31.3663010341663,31.3548946163941,31.429121060898,31.5816330045344,31.2177219962434,31.316136492498,31.4867807914777,31.3657797728097,31.3663010341663,31.3548946163941,31.429121060898,31.4005680711884,31.379024121067,4,4,0.812453840039208,0.0902013043007637,-0.0215439501213659,FALSE
"PSK1","YAL017W","PSK1",16,16,14,14.3,152.33,1356,28.3921882825972,28.4084362582573,27.7401466872326,27.0059241453215,27.509677041193,27.7495754713109,28.1215413426838,27.3716902480511,28.3921882825972,28.4084362582573,27.7401466872326,27.0059241453215,27.509677041193,27.7495754713109,28.1215413426838,27.3716902480511,27.8866738433521,27.6881210258097,4,4,0.618213032389208,0.208861843926448,-0.198552817542449,FALSE
